,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory Tregs,T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,Fibroblasts
804,-0.849775165707597,1.41812381509157,-0.547572085103731,-0.193778438933347,-0.29537306445133,-0.164826794950275,-0.72454202435367,-0.556266852434621,1.71158675301788,-0.342083172202825,-0.722563838409101,3.34110855081538,0.629172044539983,-0.675577457577764,1.9194786660008,0.757392182717817,0.323822363076494,-0.662420101680738,0.000957071292373608,-0.656228543390926,-0.279864258849689,-0.310686344726479,0.362076736435103
805,0.477020014347359,1.24199576861166,0.301471658334354,0.399129794698307,1.83280581560602,-1.18319758893015,0.76493713473811,-0.180692832768487,-0.396422060803283,1.39835580381835,-0.722563838409101,-0.441447536924382,-0.448862813175439,0.00498474210540073,2.76477612692117,-1.38869898848797,-0.0859246378650541,-0.662420101680738,-0.667082818190699,-0.656228543390926,0.468493203896372,-0.624085895932242,-1.45578399269501
806,-0.25585638448209,-0.875709782875526,0.0152367913197869,0.354240084893205,-0.29537306445133,-0.160011496484254,0.322713124624295,-0.193838860008863,-0.396422060803283,0.127365609599615,-0.722563838409101,0.280526399998308,-0.448862813175439,0.000149723221476327,0.576871340741118,0.477677196456654,0.120766920755384,-0.482195902137571,0.610190265260413,-0.656228543390926,-0.37391994963838,-0.0113465617322229,0.236655762150209
807,-0.763439208552394,-0.119427740000332,-0.152315946429612,0.810895284141581,-0.29537306445133,0.381708744360333,-0.554040765323275,-0.712146337588871,0.425492748587113,1.26091926154899,0.157369218738467,-0.441447536924382,-0.448862813175439,-0.699374497254502,0.556465285111624,0.251269450882389,-0.357992196235547,-0.662420101680738,1.57150532814743,-0.656228543390926,-0.37391994963838,-0.624085895932242,1.38027819644002
808,0.018508495472051,-0.875709782875526,-1.42282341921741,1.01688033816848,3.63912672806963,2.22215567087059,-0.72454202435367,-0.959357022803579,-0.396422060803283,-0.786070632575537,-0.722563838409101,-0.441447536924382,0.833100173651349,-0.760743469242603,1.16649314661821,-0.0373616795003124,0.0858168804567782,-0.375695692769699,2.22725760213528,-0.656228543390926,-0.37391994963838,-0.624085895932242,1.04305861602681
809,-0.849775165707597,1.65534103191574,-0.962121747980366,3.29583471089469,-0.29537306445133,-1.92631355775714,0.478339361310423,2.17961271880686,-0.396422060803283,0.747990395371701,-0.722563838409101,0.78610163226338,-0.448862813175439,0.191299665496428,5.25754568004499,-1.64016025678774,-0.580297138918807,-0.662420101680738,-0.356205852260302,-0.656228543390926,-0.37391994963838,-0.624085895932242,-2.54006268469792
810,-0.456919523973235,1.59946367173729,-0.764246736122461,-0.831901356367195,-0.29537306445133,1.86155985847271,-0.72454202435367,-0.406188142465999,-0.396422060803283,-0.786070632575537,0.109599051883166,-0.215118897988631,-0.0806905047668553,0.691677486933884,-0.3587781219795,-0.685047985861778,-0.580297138918807,2.81914925488041,0.181924605530984,-0.656228543390926,-0.37391994963838,-0.467462370035051,-0.956054230701025
811,-0.849775165707597,0.899635394784181,-0.409633525764829,-0.831945625015124,-0.29537306445133,-0.470685631107223,-0.72454202435367,0.414241658893267,2.62577366046233,0.381259340197545,-0.722563838409101,1.5375545031579,-0.0983176953047832,-0.760743469242603,-0.348397571880357,0.22430945377538,0.752739242697171,4.30074723892543,0.0675932021871322,-0.656228543390926,-0.37391994963838,0.80790326548404,-1.35446065823241
812,0.60998283430053,-0.875709782875526,1.75282832812449,-0.590793672700011,-0.29537306445133,-1.24726436414893,0.634376265171949,0.00490063606839779,-0.396422060803283,-0.255027250757027,-0.722563838409101,-0.230590453973583,-0.448862813175439,0.449784301292278,0.580833061675964,-1.64016025678774,-0.580297138918807,1.45838865096876,-0.884522754493825,0.267881986166003,-0.37391994963838,-0.624085895932242,-1.68834427816612
813,0.549438147051986,2.37471566057029,-0.924975364629783,0.368383670134429,-0.29537306445133,1.17589515485214,0.156616943238908,1.07922312265911,-0.396422060803283,0.529073127239294,-0.722563838409101,-0.441447536924382,-0.423041575685569,-0.0599885970965908,2.38776034898241,-0.741373186836293,-0.445388762738149,-0.662420101680738,-0.884522754493825,-0.656228543390926,-0.37391994963838,-0.589295299251061,-3.40164765925023
