Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticide	Energy.Extraction.and.Production	Agricultural.Crops	Forage.Crops	Mining.and.sewage.treatment	Hydraulic.Engineering	Veterinary.Antibiotics	Global.coal.mining.industry	GDP	PM2.5	HH.ARG
 8.44038867782062e-03	 5.73166911112028e-02	-2.45313027642779e-02	 2.29934108210601e-02	 5.83178617679555e-02	 5.69641318554436e-02	 4.20109659272775e-02	-1.81838736464052e-02	 2.85034551039654e-02	 7.64645868132209e-03	 4.10133903760700e-02	-3.84886945104149e-02	-2.17117033363764e-02	3.454422670e+05
 8.76071027392233e-03	 5.48143170059506e-02	-2.17408009589189e-02	 2.06290208076191e-02	 6.00091358747441e-02	 5.50956291425964e-02	 4.31500536567842e-02	-2.29780631870223e-02	 3.84517592520748e-02	-1.40003144016862e-02	 4.63820804483935e-02	-2.85455955414124e-02	-1.89217216071614e-02	8.984726000e+05
 8.39041352699946e-03	 5.77071003900114e-02	-2.49666644454342e-02	 2.33622924355367e-02	 5.80539967036100e-02	 5.72556473386975e-02	 4.18332505257141e-02	-1.74359055160222e-02	 2.69513649350012e-02	 1.10236919455786e-02	 4.01757912277716e-02	-4.00399725904844e-02	-2.21469838775656e-02	2.591609340e+05
 8.53357725545983e-03	 5.65886956016037e-02	-2.37194845874651e-02	 2.23055579100532e-02	 5.88098904988552e-02	 5.64205434360416e-02	 4.23423515304053e-02	-1.95786085305342e-02	 3.13976349680989e-02	 1.34893763174550e-03	 4.25752600648897e-02	-3.55960289470443e-02	-2.09000364611202e-02	5.063309200e+05
-1.05330108114190e-02	 4.41691728108199e-02	-2.17336566043686e-02	-2.86248867325424e-02	-4.08133843420382e-02	-3.94741457560407e-02	 6.02884751124043e-02	-5.08638408843437e-02	-2.97389285198043e-02	-4.07718138695075e-03	 7.54414708243828e-03	 1.57058608947402e-02	 1.52840309637961e-04	9.363703866e+05
-1.10491432764639e-02	 4.57554150858557e-02	-3.33930178546112e-02	-2.69797953819255e-02	-5.01773559148017e-02	-3.11556028734172e-02	 7.00795213776803e-02	-5.73609013111472e-02	-3.76224753293872e-02	 2.02031441296022e-02	 9.65917602778222e-03	 4.78501815868542e-03	 4.63917333102072e-03	4.061436300e+05
-1.07590348691411e-02	 4.34890684672217e-02	-3.08657201505655e-02	-2.91211727646467e-02	-4.86456051885381e-02	-3.28478657514104e-02	 7.11111687315579e-02	-6.17028960719078e-02	-2.86125093854909e-02	 5.98125488287372e-04	 1.45214836125540e-02	 1.37902698833754e-02	 7.16600001324435e-03	9.070113550e+05
 2.91125779451157e-02	 3.11752137661978e-02	-3.72985118414680e-02	-2.44399433014041e-02	-4.57024128409095e-02	 5.46337074265658e-02	 2.61069153424408e-02	-2.27041448728387e-02	 4.72583002817142e-02	-2.08092549437323e-02	 2.11524834070515e-02	-1.56004490039377e-03	 2.09138848486383e-02	1.180576473e+06
 2.91162060369371e-02	 3.11468708660131e-02	-3.72669054905357e-02	-2.44667233380133e-02	-4.56832567870273e-02	 5.46125440098832e-02	 2.61198171103065e-02	-2.27584458006380e-02	 4.73709787940457e-02	-2.10544350419135e-02	 2.12132913599963e-02	-1.44742534402402e-03	 2.09454853089780e-02	1.186840318e+06
 2.30074770322807e-02	 1.59108399449518e-02	-3.99292309153480e-02	-5.92465271991099e-03	-2.96913482471695e-02	 2.20564095550532e-02	 1.17635648706150e-02	-2.11309895585741e-02	 3.65694377919955e-02	 2.63893191742808e-02	-1.21705826552589e-02	-4.00152252525246e-02	 1.50933483036938e-02	5.981047829e+04
-3.84085746260523e-02	-1.02774342363804e-02	 2.33047111578464e-02	-1.05415442022079e-02	-5.33095313853390e-03	 1.53414535154509e-02	-4.36943677193138e-04	 3.36492176389242e-03	 3.63408918868983e-03	 3.75239271968049e-03	-4.48052046824996e-03	-1.48515555359638e-03	-1.41926729979634e-03	5.732726519e+05
-3.83992025341646e-02	-1.03506496559379e-02	 2.33863567279578e-02	-1.06107224303827e-02	-5.28146919324553e-03	 1.52867841477578e-02	-4.03615812325280e-04	 3.22465153094927e-03	 3.92516047997320e-03	 3.11904314576477e-03	-4.32344127881360e-03	-1.19423655743603e-03	-1.33763694627182e-03	5.894534251e+05
-3.84324011557807e-02	-1.00912997648497e-02	 2.30971448400221e-02	-1.03656734222471e-02	-5.45675543620792e-03	 1.54804386353334e-02	-5.21672612052987e-04	 3.72152868956669e-03	 2.89410297665672e-03	 5.36254791577785e-03	-4.87986055386178e-03	-2.22475458800474e-03	-1.62679493271814e-03	5.321365130e+05
-5.88198710290181e-03	 2.70044708682982e-02	-1.29669067533581e-02	 1.45219183711147e-02	 1.82884049295849e-02	-1.54628522069340e-02	-2.04103455108799e-03	-2.03192121632314e-03	-3.77247754129164e-02	 6.06673455071425e-03	 1.42079611089289e-02	 6.50593198559180e-03	 6.48988279251581e-03	3.871467200e+05
-3.10065089610815e-03	 3.57902170494219e-02	-3.66971899536671e-03	 1.42089904428161e-02	 2.85856653425744e-02	 1.39816716108486e-02	 7.94351865913615e-03	-1.79008227511034e-02	 1.34479775674223e-02	 7.22295844913948e-03	 2.41945063202163e-02	-2.37743924800626e-02	-9.31091259803491e-04	6.664701813e+05
-3.30789933707708e-03	 3.74092559726355e-02	-5.47517687182543e-03	 1.57387534999801e-02	 2.74914090509325e-02	 1.51905950143797e-02	 7.20652758847427e-03	-1.47989766061841e-02	 7.01141334549009e-03	 2.12284455223161e-02	 2.07209576707486e-02	-3.02075889451279e-02	-2.73621264639901e-03	3.086589200e+05
 2.28494629727469e-02	-1.06115519066892e-02	-6.10781664295151e-03	-1.61400022021395e-02	-2.64263031209768e-03	-1.20419753851627e-02	-7.40788201656204e-03	 2.43372812864582e-02	 3.33570555209437e-02	 5.97805081214403e-03	-1.06141580080190e-03	 2.07319635648135e-02	 2.20835032405169e-03	1.117716206e+06
-3.60075460693907e-03	-1.90268307032326e-03	-1.17367362825690e-02	-4.17374949466347e-03	 5.84394742626798e-03	-2.30924214799765e-02	-2.39579388419614e-02	 3.27451992396558e-03	 1.12930773583796e-02	 2.39943482980129e-02	-8.53448241892271e-03	 7.31745587199590e-03	 4.19142953974666e-03	6.100201098e+05
-3.62212936723478e-03	-1.73570198843271e-03	-1.19229438562082e-02	-4.01597596207018e-03	 5.73109028810774e-03	-2.29677380428151e-02	-2.40339490999968e-02	 3.59443170478218e-03	 1.06292363339137e-02	 2.54388172050614e-02	-8.89273008250351e-03	 6.65396218425989e-03	 4.00525667030186e-03	5.731169133e+05
 2.52642186188224e-02	-5.68226650630854e-03	-8.55809737717828e-03	-1.21546229544729e-02	-6.67970938008797e-03	-8.65005038428377e-03	-9.40691300820821e-03	 3.25013986535973e-02	 2.26183091638524e-02	 3.02432585694232e-02	-9.09762104224186e-03	 1.11560238522593e-02	 1.71946406862544e-03	4.735369380e+05
 2.84017775125592e-02	-3.95202660701473e-04	-1.18735157674305e-02	-8.26093165769208e-03	-5.43625270381581e-03	-2.70070143506199e-02	-1.87651382163933e-02	 3.14289030362124e-02	 1.79930554419865e-02	 1.92045335150353e-02	-3.19749493722470e-03	 2.69385386993440e-02	 6.69365586546061e-03	1.051617220e+06
 2.82585560517597e-02	 7.23653136668527e-04	-1.31211985643170e-02	-7.20377099245427e-03	-6.19245132150069e-03	-2.61715736831822e-02	-1.92744445216323e-02	 3.35724701191484e-02	 1.35449924018718e-02	 2.88831892793523e-02	-5.59793138639290e-03	 2.24928029870289e-02	 5.44620560383241e-03	8.043475600e+05
 2.81745842789090e-02	 1.37964634009555e-03	-1.38527239643858e-02	-6.58395008885211e-03	-6.63581601139928e-03	-2.56817488094193e-02	-1.95730544725166e-02	 3.48292589214241e-02	 1.09370610405748e-02	 3.45578547855115e-02	-7.00532454609613e-03	 1.98862361547644e-02	 4.71481654085851e-03	6.593715794e+05
 2.81120175126112e-02	 1.86842217581320e-03	-1.43977782986371e-02	-6.12212597456139e-03	-6.96616386515871e-03	-2.53167838055473e-02	-1.97955466073964e-02	 3.57656832531760e-02	 8.99391006895957e-03	 3.87860073954792e-02	-8.05396310549512e-03	 1.79441018839545e-02	 4.16986379039974e-03	5.513510150e+05
 1.82851791615699e-02	-1.42972860548412e-02	-1.28944700499853e-02	-1.14738012859258e-02	-1.96634873217298e-03	-1.18052985334846e-02	-5.93065542569863e-03	 2.66737979929516e-02	 2.45184331543040e-02	 2.53838593262132e-02	-4.75848671052438e-03	 8.13979574940334e-03	-4.25317784791074e-03	6.408794456e+05
 1.82225281341139e-02	-1.38078519652220e-02	-1.34402584306356e-02	-1.10113552146911e-02	-2.29714147855540e-03	-1.14398420166936e-02	-6.15344719960542e-03	 2.76114834446788e-02	 2.25726652638172e-02	 2.96177061578436e-02	-5.80853751327222e-03	 6.19504592895348e-03	-4.79886450796150e-03	5.327134056e+05
 1.82559534146753e-02	-1.40689725314144e-02	-1.31490719889893e-02	-1.12580772606527e-02	-2.12065849328785e-03	-1.16348186531951e-02	-6.03458438359110e-03	 2.71112139267630e-02	 2.36107621680156e-02	 2.73588841728298e-02	-5.24831936345435e-03	 7.23259967722931e-03	-4.50773233580950e-03	5.904216409e+05
 1.81824337602576e-02	-1.34946319884072e-02	-1.37895430995193e-02	-1.07154065858922e-02	-2.50883677839243e-03	-1.12059631673369e-02	-6.29602581384110e-03	 2.82115679538679e-02	 2.13274447398048e-02	 3.23272138005833e-02	-6.48053175124386e-03	 4.95047693265462e-03	-5.14808407936937e-03	4.634910828e+05
 1.84486418644787e-02	-1.55742678128977e-02	-1.14704543946970e-02	-1.26803686452019e-02	-1.10327786770502e-03	-1.27588105899660e-02	-5.34936973849737e-03	 2.42272842701699e-02	 2.95951332744297e-02	 1.43373358308769e-02	-2.01880071688070e-03	 1.32138396245043e-02	-2.82942759168787e-03	9.230953003e+05
 1.51645327290964e-02	-1.15334739137500e-02	-3.22315374287759e-02	 2.89356103817376e-03	-1.39601958215313e-02	 2.14385220892504e-03	 2.71605031786353e-03	 4.21785083414853e-02	 5.08871927610069e-03	 2.40081145172416e-02	-1.47987809008067e-02	-1.40400161019878e-02	-1.29692702540235e-02	0.000000000e+00
-3.83774224923727e-02	-1.05207968244537e-02	 2.35760949369344e-02	-1.07714874675566e-02	-5.16647219905106e-03	 1.51597366190579e-02	-3.26164342754909e-04	 2.89867398268748e-03	 4.60158842844889e-03	 1.64718602422302e-03	-3.95840097068090e-03	-5.18162531455302e-04	-1.14793409950712e-03	6.270563339e+05
 1.65722407692885e-02	 3.08180818079405e-02	-1.47564744253458e-02	-5.12144961804817e-03	-1.87469298089864e-02	-3.20377637106289e-02	-2.44567826559689e-02	-2.26062261023359e-02	 2.88659014507484e-02	 7.93799189664312e-02	-2.64347037189343e-02	-2.37675916410454e-02	 9.41321032722772e-03	0.000000000e+00
 7.52376116045184e-03	-1.95924337383533e-02	-4.10737906090715e-02	 1.35454863544963e-03	-5.29524989017253e-03	 1.79631725450455e-03	 3.72677407945471e-03	 3.16501984721345e-02	 6.04108384875751e-03	-4.26637335824422e-03	-9.14580098703233e-03	-1.07695671862635e-02	-1.15952560736719e-02	4.757492500e+05
 3.47192441405936e-02	-1.36567614610166e-03	-5.83545480785704e-03	-5.64121256114432e-03	-1.63584436854374e-02	-1.25680462349585e-02	 4.97486965917921e-03	 5.88328782052958e-02	 3.49408170387383e-02	 8.35378671917623e-02	-5.11369120750760e-02	-5.03461596609047e-03	 8.99332712298761e-03	2.362971200e+03
 3.47178754802125e-02	-1.35498407807302e-03	-5.84737797916637e-03	-5.63111006734977e-03	-1.63656701100423e-02	-1.25600625533517e-02	 4.97000259974597e-03	 5.88533626726673e-02	 3.48983102271077e-02	 8.36303588659361e-02	-5.11598512508600e-02	-5.07710053718995e-03	 8.98140617384383e-03	0.000000000e+00
 3.47184931544110e-02	-1.35980939094211e-03	-5.84199707139387e-03	-5.63566930632826e-03	-1.63624088364000e-02	-1.25636655758443e-02	 4.97219909573301e-03	 5.88441180659402e-02	 3.49174934818940e-02	 8.35886175241788e-02	-5.11494988382284e-02	-5.05792731951910e-03	 8.98678607875666e-03	1.066405050e+03
 3.47183242518480e-02	-1.35848991262636e-03	-5.84346847673430e-03	-5.63442258572555e-03	-1.63633006293198e-02	-1.25626803319484e-02	 4.97159846549323e-03	 5.88466459969667e-02	 3.49122478347406e-02	 8.36000316639068e-02	-5.11523296979786e-02	-5.06317022203054e-03	 8.98531494764748e-03	7.747973600e+02
-2.52491794005921e-02	 2.20582179459980e-02	-3.52069131166191e-03	 1.09933490350729e-02	-1.40607401500610e-02	-1.12048119093055e-02	-1.01092054911926e-02	-4.64961522455015e-03	-1.07622629262724e-02	 1.90306813148224e-02	-9.05049246875996e-03	-3.08763665886616e-02	 1.37568155333881e-03	1.090166250e+05
 3.01625691642945e-02	 3.37095614719021e-02	-5.03480098601235e-02	-1.48054307106648e-02	-2.95959894803701e-02	 5.40142336023329e-02	 5.61063186967052e-02	-1.73961515482469e-02	 6.77612101602900e-02	-6.26090000024774e-03	 3.69836900557798e-02	 1.22437766349765e-02	 4.88263775073916e-03	6.328548800e+05
 3.02539597432548e-02	 3.29956120503290e-02	-4.95518550623044e-02	-1.54800120528097e-02	-2.91134540482263e-02	 5.34811332844207e-02	 5.64313104810653e-02	-1.87639761441982e-02	 7.05995491509584e-02	-1.24369154445816e-02	 3.85154247247472e-02	 1.50806305420978e-02	 5.67864416624347e-03	7.906393158e+05
 3.02363464217488e-02	 3.31332085164441e-02	-4.97052946244783e-02	-1.53500028308934e-02	-2.92064510704691e-02	 5.35838754642069e-02	 5.63686761827619e-02	-1.85003610687024e-02	 7.00525280274002e-02	-1.12466379905568e-02	 3.82202199509812e-02	 1.45338956324391e-02	 5.52523320116838e-03	7.602301858e+05
-1.38833906220121e-03	-7.09181481382872e-03	-3.02512874774168e-02	 3.04353934366473e-03	-6.16207561926294e-03	-9.47179163389066e-03	-5.14634823828398e-04	 2.00485925450635e-02	-1.13303005475484e-02	-9.74456680150547e-03	 1.09433741744907e-02	 7.93900977865152e-04	-1.29082788587083e-03	7.060722590e+05
-1.30851811653289e-03	-7.71538147286132e-03	-2.95559222703760e-02	 2.45435694354438e-03	-5.74062698691617e-03	-9.93740386652926e-03	-2.30785527137413e-04	 1.88539283466381e-02	-8.85128241526491e-03	-1.51387266682805e-02	 1.22811981732100e-02	 3.27162203145101e-03	-5.95592276615983e-04	8.438819000e+05
-1.60178984468749e-03	-5.42432277663905e-03	-3.21107774435386e-02	 4.61908374845564e-03	-7.28907981094466e-03	-8.22668867802148e-03	-1.27368188822471e-03	 2.32432679003503e-02	-1.79594923681062e-02	 4.68006366082508e-03	 7.36587234255071e-03	-5.83182229868285e-03	-3.14997129196904e-03	3.375527500e+05
-1.36278059450116e-03	-7.29147930264514e-03	-3.00286332726202e-02	 2.85488460878495e-03	-6.02712881843422e-03	-9.62087950937248e-03	-4.23746987053045e-04	 1.96660640486619e-02	-1.05365251251791e-02	-1.14717633358176e-02	 1.13717420818529e-02	 1.58726107887090e-03	-1.06821517796210e-03	7.501985623e+05
 1.04029853666237e-02	-8.37888070487878e-03	-3.02771307237642e-02	-9.23674124561060e-02	 4.11950146496209e-02	-5.38805663731957e-02	 3.41914411298924e-03	 3.47791134957037e-02	 1.82215265285333e-02	-6.21050437146895e-02	-5.66511816815771e-03	-3.67782783807474e-02	 2.28198263096141e-04	8.724797185e+05
 1.51481699052815e-02	-1.56349607416113e-02	-1.37412953640914e-02	-3.06983910964087e-03	 4.27926164642548e-04	-2.63375334504019e-03	-8.55008398829776e-03	 2.10951397058662e-02	 1.82013471579433e-02	 8.92363339196083e-03	-2.01095642801279e-02	-3.16465488309197e-04	-8.14853402278732e-03	8.169935000e+05
 1.48402995785527e-02	-1.32298567999559e-02	-1.64233271502974e-02	-7.97355659223863e-04	-1.19760616967919e-03	-8.37881484701530e-04	-9.64489406580689e-03	 2.57029735773005e-02	 8.63974505009494e-03	 2.97289714734206e-02	-2.52695671859165e-02	-9.87306474835749e-03	-1.08300659488080e-02	2.854600930e+05
 1.52916909459161e-02	-1.67561568770378e-02	-1.24910027585603e-02	-4.12921106371724e-03	 1.18570654148478e-03	-3.47094152417022e-03	-8.03971235459432e-03	 1.89470888711969e-02	 2.26587143203898e-02	-7.75267453513401e-04	-1.77041067792859e-02	 4.13856947820924e-03	-6.89847443891424e-03	1.064780380e+06
 1.49258616617077e-02	-1.38982736156942e-02	-1.56779476616210e-02	-1.42891512134846e-03	-7.45844760133172e-04	-1.33698297032601e-03	-9.34062885166270e-03	 2.44223829173912e-02	 1.12970670575111e-02	 2.39468355790378e-02	-2.38355199284357e-02	-7.21713311228382e-03	-1.00848253792642e-02	4.331817200e+05
 4.25914402209156e-03	-2.81159425486747e-02	-3.20634717429416e-02	-1.51548651730077e-03	 6.50338792416348e-03	 8.61736335172283e-03	-1.24848763472929e-02	 1.20303054505723e-02	 2.17947007434400e-02	-1.32739797720091e-02	-2.64076003001799e-02	-1.41523489741647e-02	-2.32293769449050e-02	7.662183007e+05
 4.26277039631880e-03	-2.81442720308970e-02	-3.20318803549391e-02	-1.54225387583117e-03	 6.52253490927686e-03	 8.59620995412536e-03	-1.24719806873214e-02	 1.19760302296625e-02	 2.19073259120408e-02	-1.35190437981830e-02	-2.63468211346499e-02	-1.40397827336149e-02	-2.31977914447063e-02	7.724791803e+05
 4.23771936885426e-03	-2.79485716997295e-02	-3.22501139620908e-02	-1.35734470990415e-03	 6.39026735499756e-03	 8.74233782482386e-03	-1.25610640283876e-02	 1.23509639691099e-02	 2.11293101819971e-02	-1.18261391872532e-02	-2.67666841850564e-02	-1.48173913881246e-02	-2.34159843788534e-02	7.292289648e+05
-3.24695968879641e-02	-1.75698134798706e-02	 1.59849729381213e-02	-1.17045752393464e-02	-1.03550612218262e-03	 1.66635180629167e-02	-9.75109275927992e-04	 1.80312654617988e-03	 1.33532736422357e-02	-2.73394225815478e-03	-1.05158265797983e-02	-2.16296352914403e-03	-2.49423389234008e-03	7.344883630e+05
-3.23402225321378e-02	-1.85804947509536e-02	 1.71120258059081e-02	-1.26595262593019e-02	-3.52419184697440e-04	 1.59088504483187e-02	-5.15044319246779e-04	-1.33193674107766e-04	 1.73712838432001e-02	-1.14768348929779e-02	-8.34747193811681e-03	 1.85294435745209e-03	-1.36739107756548e-03	9.578512082e+05
-3.23428888037327e-02	-1.85596656558263e-02	 1.70887984125960e-02	-1.26398457069798e-02	-3.66496899609331e-04	 1.59244033669130e-02	-5.24525781921140e-04	-9.32881181038771e-05	 1.72884768108617e-02	-1.12966529230643e-02	-8.39215948343257e-03	 1.77018065163734e-03	-1.39061414190237e-03	9.532479311e+05
-2.76679534827595e-02	-2.23230465274733e-02	-3.87502184901754e-03	-1.14239950666378e-02	 5.78805844632362e-03	 1.29220576743355e-02	 3.80191851779250e-03	-6.87462473270157e-03	-6.61995889872006e-04	-2.16701041919731e-03	-1.03555397935703e-02	-2.48543610796321e-02	 7.74031941200652e-03	4.562624920e+05
-2.76186015623113e-02	-2.27085870882006e-02	-3.44508947859750e-03	-1.17882764303423e-02	 6.04863290084115e-03	 1.26341776238987e-02	 3.97741766519413e-03	-7.61326509820215e-03	 8.70738464874599e-04	-5.50212686515314e-03	-9.52838618112255e-03	-2.33224286863778e-02	 8.17017165434026e-03	5.414678273e+05
-2.75818520458512e-02	-2.29956768114329e-02	-3.12494374607161e-03	-1.20595356609855e-02	 6.24266760340973e-03	 1.24198100257189e-02	 4.10810171451955e-03	-8.16328779283050e-03	 2.01207695559712e-03	-7.98559489666369e-03	-8.91245279860054e-03	-2.21816873699251e-02	 8.49025772012170e-03	6.049153050e+05
-1.83093906887252e-02	-2.26700836779888e-02	-8.25403886387833e-03	-7.62142100920563e-03	-1.03720555134166e-03	 1.56253913457152e-02	 8.28047879860207e-04	 1.81300482768932e-02	 4.31329500593487e-03	 1.34570623569844e-02	-1.40382772124277e-02	-9.15400551196549e-03	-1.00944546006871e-02	2.890336810e+05
-3.72873936609476e-02	-1.42946694624639e-02	 2.72462898498989e-02	-1.42991627553667e-02	-2.63371796177523e-03	 1.01081248744872e-02	 2.80278440580434e-03	-4.34613161694197e-03	 1.50065143241684e-02	-3.19693539575390e-02	 9.07166931723260e-03	 1.82202838477595e-02	 5.88707076717634e-03	1.515151500e+06
-3.91252103843763e-02	-1.27033710554620e-02	 2.43649468325826e-02	-1.31038726826676e-02	-5.94518173812967e-03	 7.39592557511464e-03	 9.56184550712161e-03	 4.43731717720411e-03	-2.16343389222195e-02	 4.73974489568105e-03	 2.17259071040880e-02	 2.17404602041948e-02	 1.09100676427567e-02	7.564282830e+05
-3.92060048294364e-02	-1.20721993529386e-02	 2.36611009241366e-02	-1.25075045908301e-02	-6.37177037456695e-03	 7.86721643284932e-03	 9.27453437324787e-03	 5.64655154716504e-03	-2.41435912571138e-02	 1.01996921482775e-02	 2.03717669512800e-02	 1.92325207672210e-02	 1.02063529126763e-02	6.169379102e+05
-3.76267185337682e-02	-1.36764294124579e-02	 2.30793084782182e-02	-1.20682588628308e-02	-2.33896587059246e-03	 1.59066543479754e-02	-1.05346086393560e-03	-1.43078200608533e-03	 1.30101398900575e-02	-8.89047057383159e-03	-7.02816871910219e-03	-1.99975869547028e-03	-7.96430835296105e-04	8.537858640e+05
-3.76580620239082e-02	-1.34315719346953e-02	 2.28062576852461e-02	-1.18369031379122e-02	-2.50445715789606e-03	 1.60894874665327e-02	-1.16492067636409e-03	-9.61670230844671e-04	 1.20366976471058e-02	-6.77233234354902e-03	-7.55349541075829e-03	-2.97269161128946e-03	-1.06943073878188e-03	7.996718080e+05
-3.76391158922665e-02	-1.35795804042824e-02	 2.29713081070532e-02	-1.19767502321824e-02	-2.40442299766691e-03	 1.59789707271022e-02	-1.09754680480112e-03	-1.24523321022809e-03	 1.26251121726790e-02	-8.05267877488028e-03	-7.23595232252687e-03	-2.38458495758555e-03	-9.04411078032376e-04	8.323820143e+05
-3.77933444401290e-02	-1.51717804758267e-02	 2.93495862923508e-02	-1.68676117695104e-02	 8.93810039604367e-03	 5.96619383980926e-03	-4.45235299287010e-03	-1.13047935005589e-02	 7.37588777831887e-02	 6.73087065240117e-02	 4.11009472142575e-02	 1.05855411923556e-01	 3.72688129979625e-02	9.486606302e+05
-3.77961280489935e-02	-1.51500347339652e-02	 2.93253367080077e-02	-1.68470651155212e-02	 8.92340314911087e-03	 5.98243121118218e-03	-4.46225171571548e-03	-1.12631317810078e-02	 7.36724265793061e-02	 6.74968179413286e-02	 4.10542930596282e-02	 1.05769005952910e-01	 3.72445679331041e-02	9.438547721e+05
-3.77888149104293e-02	-1.52071654700557e-02	 2.93890455762651e-02	-1.69010455901391e-02	 8.96201597460681e-03	 5.93977214787585e-03	-4.43624564399271e-03	-1.13725860695724e-02	 7.38995524665349e-02	 6.70026088310197e-02	 4.11768635478017e-02	 1.05996013002706e-01	 3.73082649277040e-02	9.564807939e+05
-1.15401459635806e-02	-2.29227363783848e-02	-1.77964992546639e-02	-7.42677753225842e-03	-9.92787039393347e-04	 1.07761322440888e-02	-4.85915103676621e-04	 1.32894639239765e-02	 1.95652727055604e-02	-1.57627291991592e-02	-9.83040581179375e-03	-8.48909627163761e-03	-1.26605574849499e-02	8.438818900e+05
-3.82772539247319e-02	-1.11675500622003e-02	 2.46529941675742e-02	-1.15999764572986e-02	-4.69996379770613e-03	 1.48339825167818e-02	-3.65595037654245e-04	 1.33794087169117e-03	 1.00890194181419e-02	-7.34486334611485e-03	-3.01607643471374e-03	 2.47124098582458e-03	-1.38811859182974e-03	8.438819000e+05
-3.83290921452062e-02	-1.02757661526606e-02	 2.35911941732311e-02	-1.06257835546972e-02	-5.15660460480516e-03	 1.58781431111367e-02	-1.25209079014956e-03	 2.80605304779202e-03	 7.59391110078274e-03	 5.71056390550088e-04	-6.29162838929705e-03	-2.26963168690722e-03	-2.78421393361116e-03	6.329114100e+05
-4.96929013702591e-02	-1.19361984410113e-02	 3.12406569765693e-02	-2.60797704019370e-02	-1.49104708838469e-02	 3.47280832649566e-02	-8.10115066518821e-03	 2.17974557026605e-02	 1.08383674800007e-01	-2.44505339539559e-02	-1.16134305018484e-01	 8.53725136286188e-02	-5.00863549232621e-01	6.775067600e+05
-5.10098412222861e-02	-1.29834118382264e-02	 3.30494853013794e-02	-2.87585192657616e-02	-1.55821451479942e-02	 3.63453443943077e-02	-8.41415306139166e-03	 2.26602402749061e-02	 1.23358091772275e-01	-3.40140532523730e-02	-1.27655826240848e-01	 9.96693370251825e-02	-5.61471850275433e-01	8.525149400e+05
-3.92461078720754e-02	-9.20767654300353e-03	 2.20144737594852e-02	-1.01308446848342e-02	-6.86941746737465e-03	 1.63231619182859e-02	-7.63941961531578e-05	 7.34878631062377e-03	-1.63573275496697e-03	 1.68683066436751e-02	-9.64991957437378e-03	-3.72477358305932e-04	-2.55773194210100e-02	2.403093950e+05
-3.87125782625089e-02	-1.33756461573297e-02	 2.66623506333096e-02	-1.40689871519237e-02	-4.05242097120885e-03	 1.32109723719318e-02	 1.82087729281854e-03	-6.36445109679230e-04	 1.49342234783424e-02	-1.91866909958963e-02	-7.07796554792656e-04	 1.61888090968477e-02	-2.09303087891920e-02	1.161440100e+06
-3.84997146068912e-02	-9.76023466815050e-03	 2.29206013959658e-02	-1.02197673981167e-02	-5.74884309662847e-03	 1.55715612531136e-02	-5.38147813610876e-04	 4.34751648426466e-03	 2.21691259277138e-03	 6.62819302554919e-03	-4.96284201049120e-03	-2.68903818720271e-03	-2.03266519630004e-03	4.993923930e+05
-1.36053901956412e-02	-2.00202259837138e-03	-7.78668378730045e-03	 2.95708123336641e-03	-5.75269610106716e-03	-6.35818962304714e-03	-1.14374111387531e-02	 9.00694701427856e-03	 2.81758672853377e-03	-1.71769866741413e-02	 1.01509071177253e-03	 3.93713749840545e-03	-2.76087219186741e-03	8.992084734e+05
-3.86288741515459e-02	-8.75123151655703e-03	 2.17954198692608e-02	-9.26640196400719e-03	-6.43079584716899e-03	 1.63249758293222e-02	-9.97448885581482e-04	 6.28062166852391e-03	-1.79442616644317e-03	 1.53565690971930e-02	-7.12759634979379e-03	-6.69827812269919e-03	-3.15763701876155e-03	2.764004160e+05
-3.78696259956007e-02	-1.36656115360880e-02	 2.74005304496202e-02	-1.38106965482960e-02	-2.80039052070614e-03	 1.35494779033647e-02	 2.01068855124480e-05	-3.83729105037234e-03	 2.20446004086127e-02	-2.92090523383473e-02	 2.53220795892570e-04	 1.07677548821549e-02	 4.45767182624030e-04	1.387520450e+06
-3.76226835232183e-02	-1.55947429337118e-02	 2.95517853865001e-02	-1.56334531863159e-02	-1.49655270742869e-03	 1.21090109314865e-02	 8.98252922520846e-04	-7.53322985886333e-03	 2.97139516239043e-02	-4.58969926123546e-02	 4.39205381885791e-03	 1.84330933183722e-02	 2.59662118216341e-03	1.813862849e+06
-3.19126074809104e-02	-1.20636321138414e-03	 1.13788963420114e-02	-2.87910593001691e-03	-9.38168363363628e-03	 4.84907977747356e-03	-2.46553916627532e-06	 1.30625824264172e-02	-2.85447260594604e-02	 2.72367108569423e-02	 5.93311932520490e-03	-6.24499056303650e-03	 1.01063146071479e-04	0.000000000e+00
-3.19126074809104e-02	-1.20636321138414e-03	 1.13788963420114e-02	-2.87910593001691e-03	-9.38168363363628e-03	 4.84907977747356e-03	-2.46553916627532e-06	 1.30625824264172e-02	-2.85447260594604e-02	 2.72367108569423e-02	 5.93311932520490e-03	-6.24499056303650e-03	 1.01063146071479e-04	0.000000000e+00
