tax	ADAL1	ADAL3	ADALmet1	ADALmet2	ADUP1	ADUP3	ADUPmet1	ADUPmet2	KUAL1	KUAL2	KUAL3	KUALmet1	KUALmet2	KUALmet3	KUUP1	KUUP2	KUUP3	KUUPmet2
6c20e5c9abbfdbbbd573d12fc851d5d5	0	0	1	0	58	40	0	0	0	0	0	0	0	0	0	0	0	0
ab1dfd46a54b95ca0dcd55ab71c7509e	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f493cd3513f7fa8d17d61f12d6b79b9	0	0	0	0	33	16	47	68	0	0	0	0	0	0	0	0	0	0
cf49e03c5fb78d82c7b15e22102c92c5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ec670acab829bce2a1f97af64f0741e5	0	20	2	15	0	10	0	0	0	10	0	0	0	0	0	0	0	0
729aed9acb71dd816ebd889958d1c092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	55	44	45
bf0213e6fe4c83e79f6fd5b9601a365a	0	0	0	0	0	0	0	0	0	10	18	0	36	0	9	0	16	9
b7a5079ff347761150ec0219b913e31d	0	0	0	0	0	0	0	0	0	5	0	0	14	10	18	34	41	12
d0f39a2a96d4800151279f08cf7aeac4	0	0	0	0	0	0	0	0	34	10	12	28	0	23	0	0	0	0
9f84bc168d40d399a5a078d87807c4f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
3568ca57557f54391be06e43e43592eb	35	24	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9d4dc618db74747378e3fdf928db68f5	0	0	11	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3722e0949f37f66557120dae2d972fe0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
364d729ea01dcd07dc6ade25b1528940	0	0	0	0	0	0	0	0	0	21	20	17	15	0	0	0	0	0
ae11a33796f1608ecb44993fa29c8432	0	4	1	0	6	0	0	3	0	3	5	0	3	4	0	0	0	0
a6c13c73015a12e6d42245537edc498c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	47	0	57
e5e8e1a430754db08b2b34ef215bfce2	0	0	0	0	0	0	0	0	24	10	0	11	0	20	7	0	0	0
a89e0a0aadf4498f237368634086cd61	0	0	0	0	0	0	0	0	0	11	0	16	22	40	0	0	0	0
bb2be6223fb584c681edd93e01b6466e	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
a9418665c7d5e0fe5a4fccce19591561	0	0	9	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bbaca8e44215d1eaf1ed6fd2eb3c34c	0	0	0	0	0	0	0	0	0	5	8	0	2	0	7	22	25	26
95a85e08a5f4f3275dc421296f2382b0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595851ef7b348d48771e1123f3a4beb8	25	0	8	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a658de146fd18c64eac246623214060f	0	13	7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d6beaa5975be1c7a9b27ba7b2fb9fe42	0	0	5	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0
2e85303cdfd0fa584d4c2463fe549de5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eca215cbab815f5971e3414dced7e661	0	19	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803ce38192c251c17d3c29beb43ab8e8	0	0	0	0	0	0	0	0	23	6	20	13	23	0	0	0	0	0
5fd3a36c8bb3017546f378f378f27331	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
2673f315d6c53d4a51d56be91507f117	0	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	11
5c74cbc6b20cffb0ed1db660d461bb55	0	0	0	0	0	19	80	51	0	0	0	0	0	0	0	0	0	0
d57efe8278bb317f2624220cee70be9c	0	0	0	0	0	0	0	0	0	9	13	14	0	12	9	29	21	0
0460eda7d0656391a2b321e15293b090	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
36c06079076f400e2b405b410fddd0f6	0	0	1	0	0	0	0	2	0	8	0	10	18	29	0	12	0	0
4594f19beb39063acd088333b6a9250e	0	0	13	0	0	0	0	0	10	0	7	0	6	0	0	0	0	0
ac2ccc37617e426a128c7b423a9a5b20	0	0	0	7	0	0	5	0	0	0	0	6	0	0	1	0	0	0
95c94e27c3574a00d38ce63aa68c7fbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f85becb974ccbe3b38ca8e2bbd4aa229	0	0	0	0	0	0	0	0	59	18	11	11	16	0	0	0	0	0
72a3e94c04201ec567d77c53428d6b51	0	0	0	0	0	0	0	0	28	15	24	0	16	0	12	13	0	0
a12dd0a4465a44548ed870e6a6dc8205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a40232db92b41887a6847e587acd154	40	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f4131e19a403ecd157a5a94f61959ec	0	0	0	0	0	0	0	0	0	5	22	9	16	0	0	0	11	0
bbfc16e70649bad3d14d1e0fd1d7e1e8	53	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9eb524080bc81d7393d5723f7bbe1d42	50	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
817390a3bc86ac7b9ea1f7c7cf2c7958	28	24	5	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15e7007fb39a3eb812b7df3ed1fbfe07	0	0	0	0	0	0	0	0	0	5	0	5	12	0	8	40	32	0
b33fd91ae8f1748088db0aaded1975a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa2fcf1f232c091473e68e00693b3b74	0	0	5	0	7	5	0	0	0	6	0	7	7	3	9	0	0	0
5fc29273a141185d69f57de3ed1d7cbf	0	0	0	0	0	0	0	0	21	0	14	12	0	36	4	0	8	4
b33658eec83cdc0c5ae9a442d3043cf3	0	0	0	0	0	0	0	0	15	24	17	15	0	0	5	8	0	0
9c840a586411f9890023df8a168b0fc9	0	0	0	0	0	0	0	0	0	13	29	21	0	20	0	0	0	0
cb9f26c456b0e906fa4b8d46b2f22968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	18	0
e5da20e12dcba10fd0bc2b2c847a2d99	0	0	4	0	9	0	0	0	0	0	5	0	5	6	0	0	0	0
214afa7490ec5852b57b38146697fdd7	0	0	0	0	0	0	0	0	0	5	0	0	5	0	9	11	29	17
ec173169731dec5e4ffd29dad1e98d60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	20	50
4d83a08d17bed7db61e4579babc6d68d	0	0	6	0	0	0	0	0	21	10	16	0	0	0	0	0	0	0
c0e06402ad2d4d20da45788ea884a142	19	14	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fb82889add2047bfcb1b71321f748be	0	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39ebd5e98beb0af611719f4d29f841ed	0	0	0	0	0	0	0	0	0	12	0	7	17	0	9	0	0	13
1dec496634e934bed29928bbc7f5fbdc	0	0	0	0	0	0	0	0	0	15	0	11	0	27	0	0	0	0
1ae56137be2774ed7e44dba908949055	35	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e65ea30c11cc7cb74503dae2694b31fa	0	0	0	0	0	0	0	0	0	7	0	19	18	24	0	0	0	0
af055291be680083b4a01942720c9ccf	0	0	1	0	0	0	0	0	31	10	15	14	0	21	0	0	0	0
f8dca2e84423710f15d424fe9aec0f30	18	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd6ce5e1fb7dec836ad2e880bc7512cb	0	0	14	46	0	0	0	0	0	6	0	0	0	0	0	0	0	0
2237ed42a659818a517d25fa8ec781e7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	11	41	30	0
35a9ebaf0560e89e662106522726160f	38	0	10	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b707967375eaff55dc4c5f9bb47b3651	16	0	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcb9d99afba835d5518e4a4ed4f5d065	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee373e9755501d765c2c270c6207a55f	0	0	0	0	0	0	0	0	9	6	0	8	8	18	9	0	0	0
3f07e4962f63360d35d5f46d1d724a06	0	0	0	0	0	0	0	0	9	14	12	7	8	0	9	0	20	0
24cf8a69cc1d8642ee92616c8f457320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	42	0	62
ea5293db03d0013b9a08d9fb6cd5b3b3	0	11	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648f925d9f55d3852e042268051e7ba3	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0
686aa5770b2d11cc9e3275bd7f6153a9	0	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8af36606b77bede45ebd387aa59d0a5b	0	0	0	0	0	0	0	0	0	4	7	9	6	14	0	0	0	0
f7b46b0bfce871b10726704f55527a1a	0	0	0	0	0	0	0	0	0	15	10	13	0	25	0	0	0	0
faf0c4d01e8614d8d5d0d9f516698bb6	0	0	0	0	0	0	0	0	0	17	20	0	0	0	16	27	21	0
7a91159cd25b9c277f771358511f22cd	0	0	0	0	0	0	0	0	0	0	8	0	18	0	11	0	0	30
e5c62f9a8b34bf5233fce8c79c72a280	26	13	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ffe4455be877f8ff96daf655f468352b	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06cd1dfa529e2a682ef079ff9508ee4f	0	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8cc369e5bfaadf2b65036954c167f61	58	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
768c9b46a9b12751821f84c49d0f4597	0	0	0	0	0	0	0	0	0	11	0	8	15	0	0	0	0	0
8300510f363f2499e6b61869731f29b8	0	16	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3c673eea2b6e1c4482e5a4b27e5240b7	0	0	0	0	0	0	0	0	0	13	0	0	0	16	8	0	0	0
927f7b391605d94b8674930b01e4c64c	0	0	1	0	7	0	0	0	0	3	0	0	0	5	0	0	0	11
a85772784c9e6cd058559ef0eb4179ab	53	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f53a1ec868f62293655e9fccb63de92	0	16	3	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0
e30381ff173dc1a1c24777110f00199a	0	0	3	0	0	0	0	0	0	8	0	6	0	0	9	0	0	0
a644a3a87cf5f5716725ea211686f5cc	0	0	0	0	0	0	0	0	16	0	0	9	15	0	7	0	0	25
86fbccf6864df73072086bdeffc9974b	0	0	0	0	0	0	0	0	29	13	12	11	0	21	0	0	0	0
677745d4aba90a10d4f69276a42ddf48	0	0	0	0	0	0	0	0	0	0	32	8	14	15	0	0	0	0
8bd34c4e0dad6e64b1c8cc8013aa7789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	0	37
94efdca250838ddc2bcaef0160e26f2a	0	14	6	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
b5a9c62de37461eb3d2d479e064d400d	0	0	0	0	0	0	0	0	16	0	10	7	27	0	3	0	12	0
fe8d53f27eecd6f35773972e3ba36259	0	0	0	0	0	0	0	0	0	0	0	13	0	22	0	0	0	0
50bfb99f692f2ed897c7b25dea9bf096	15	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55498ce61918f67f9e9e4e35f82f89ca	0	0	0	0	0	0	0	0	25	24	0	0	19	0	0	14	0	0
b255ed68208bb2396778be5f6c2d4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
b293cba5f898de0510374794f35abdc3	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8d840db237385974d49f8e573702d0dd	0	22	5	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3224a6d94d01e6168f78a312ed33569b	0	0	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32bfbf3904b194de90fdcdd09a58f481	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
cb77b75c3f9cffb178389940302ab3b3	0	0	0	0	0	0	0	0	16	17	0	0	20	0	0	0	20	0
8b2da02eded916a1b3eca67810a2bb13	0	0	0	0	0	0	0	0	13	9	0	17	14	0	8	0	0	0
2cb4477a224e81326630038a28789ef0	51	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
5d2138dd5202147ebd09c3a50a9652f3	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f1dd5535c58b303fcfb824289522323	0	0	6	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fc166e8113444fdfa6a9890d433039a	0	14	6	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27e722c41223eba7d145439d833eb70e	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c385a6c9b5716bab990dc065d7b339d	0	27	6	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03dcb8bb5a56d5fe15ff31d0de7bd2bc	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a090adb390ebf603ddf4786be52bbc87	0	0	0	0	0	0	0	0	0	11	0	9	16	0	0	5	0	0
c845bd964039f46451ba31115bfff1b1	0	8	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
4c29b2fed6499694ee602bfaf0376425	48	30	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
71a66252d38400061b0812079e7f646b	0	0	0	0	0	0	0	0	11	0	7	0	0	6	18	0	0	30
fe299d7fdcbc8ddfe82e44db6eb43891	0	0	4	9	0	0	0	0	10	11	13	0	0	0	0	0	0	0
58cc13432b538a16d6d53ab38229f167	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7233afdc9e84221e0bdfc3b34937cbb1	0	0	6	0	0	0	0	0	0	5	0	0	7	4	0	0	0	0
3a5227f2aaec7558ee45813a0e3ac9da	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18
8dad1283d1fc2b6a91ee1fa977c87a66	0	0	1	0	0	0	0	0	0	0	0	14	12	13	0	5	0	0
32f01195c9977700e825d89038a55686	0	1	4	0	0	1	2	0	0	0	8	4	3	1	2	6	0	2
0a677779c61f7f2c5a1bda958207a1c5	0	0	0	0	0	0	0	0	0	8	0	9	0	0	13	12	0	14
2ce5665f5031d210ac2efd22d3edbb70	0	0	6	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0
8323b15f1c284be185780d9faa591723	0	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911599437ad057a5679fa25f5e31ff38	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21f6b9353d10c56f1624d998ce533014	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	0	0	0
f79a7356513a1f9534ce7fc26cbd7b2f	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2b8969e1f37fae0b35bdc4936ee56ca	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3afa246cdd1f766ec6858e2639ea41dc	0	0	3	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0
ad147709eae86a22a345584566e2021f	0	0	0	0	31	30	0	0	0	0	0	0	0	0	0	0	0	0
fe4e9823cb31f689bef5759894165b8a	0	0	4	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0
6d3cbc23df253b4c4c3754f32a0b251d	0	0	0	0	14	7	9	14	9	0	0	0	0	0	6	0	0	0
0b3173c79492f9e1e068433a678f490d	0	0	0	0	0	0	0	0	0	9	0	5	0	15	6	0	0	14
29380108b168f99a59563c6828a63d30	0	0	0	0	0	0	0	0	0	9	18	11	9	0	0	0	0	0
9e48138bab513251a1f925e4d1d2e809	0	0	0	0	0	0	0	0	0	6	0	4	4	0	0	0	0	0
c300a008ee2498e3e8cac5b467ca5ec7	17	0	3	21	0	0	0	0	0	0	0	0	6	0	0	0	0	0
6c086d731b14a043d9c450030b6cb705	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0
199dd0d7e1891fb8fe79e3cbe4c85866	0	0	0	0	30	23	0	21	0	0	0	0	0	0	0	0	0	0
9aad1a38f5e7905513a041d898b77eec	0	11	4	13	0	0	0	0	0	3	0	0	3	0	1	0	0	0
99168449070f030a02aaa5b526c6baaf	10	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e353b545b39a699e5eab25190703663e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	32	0
5c618015906f4049d30d9f445511457b	0	0	0	0	48	13	11	16	0	0	0	0	0	0	0	0	0	0
b14bb6fc9baba0b3995dedf1d4842733	0	0	0	0	0	20	35	0	0	0	0	0	0	0	0	0	0	0
ce632428903de8cef0ec2bdb8f9cbbd1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a39f9c4177d78244a53b7cd3263f72b	0	0	0	0	0	0	0	0	0	0	0	14	28	0	0	0	0	0
6fcf4c5963fdbaed10903061fab5e5b0	0	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01be8af1987f60ad417112ac8b935d89	0	0	6	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2d2d7051642c9211f84aa4ca7a640ef	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
93a86fcabb6b27ac9fee16f0af8989cb	0	0	0	0	0	0	0	0	0	10	0	14	0	28	0	0	0	7
8fc6dc30063cf719c92a1d166f003191	0	9	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77188587c20a38c86bbbe6775d79b199	0	0	0	0	17	14	27	0	0	0	0	0	2	0	0	0	0	0
da33a7eb941c09cae7d63a1b0875e7b5	0	0	0	0	0	0	0	0	0	20	15	0	16	0	0	0	0	0
0a8da0ea325b96cbb3cb0e68d10d1139	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
a6d80bdeea9dc1b027b93fea03eeb880	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b58f64fd21c6551486ad9e15bae1fa4c	0	0	0	0	0	0	0	0	12	8	0	19	12	0	0	0	0	0
867c8e82002372e27ad7141cc85596ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0
e821a38fef4ce392a0eeed80a808a926	4	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9d7bdc5967041be5a9dcf4879766156	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59bff2a23141f3b3f9f43b033a4071c7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263a7efa9429b4e63419726c858e38eb	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b6b0402c859b75e3ae12cb7ba9d6cfc1	8	5	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c75e04a9e27b06ce8a95f7ce33a83302	0	2	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75d9730f7be2af69aa82b310a1a10be1	0	0	0	0	0	0	0	0	0	19	0	9	7	0	0	0	0	0
969f8d618902d39818a5370efcf6fc3d	0	0	0	0	0	0	0	0	0	0	0	15	0	14	8	0	11	0
467ad384ecdcecfdf249cf018be02970	0	7	0	0	0	0	0	0	0	0	10	9	0	17	8	0	0	3
2e9f43ae66a70ce92655493fb172f7e9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80c49e663c6098784430cf7a8db61113	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2f4efaa53f782a52116489cf80e846f	0	0	0	0	0	0	0	0	19	0	13	0	21	0	0	0	0	7
50bb1767c1d59a8c9502968fcc8300ce	8	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fcaeeb448aa0596eebf82397f6fc4a9	0	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a63acc705f1ed165aa5f8b34b1cde02b	0	0	4	13	0	0	0	0	17	14	0	0	3	0	0	0	0	0
2523026d44b01bcf6cb1b0b7c3c8f985	0	0	0	0	0	0	0	0	19	0	9	10	0	5	15	0	0	0
0a7c096b4865e2cf1ff4cd5998fdc988	0	0	7	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0
fd7ebaa43465793b9054b1b9d9a16dc3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eda4af4c4097b78cfa4b62171e03456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	0
791bfcfa8f3957b10a8fae67c2bdc138	23	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
747056235e400f9d03caf119c64a0dcd	0	6	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
796355a9613993136fd69379c3a576fa	0	12	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55199109ffd73633464b30b0d685fa1e	0	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9fe21e7a69cbf8b2c02479d60952072d	0	0	0	0	0	0	0	0	0	9	0	17	0	0	2	8	4	5
4277c3d656dbad508601952e70ed50d0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0
293a62c88e4492ab583624b89b3b1c71	0	0	0	0	0	0	0	0	21	16	15	0	0	0	8	0	0	0
cf51d03963a39242c46a9b39b00a0de1	0	14	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401353a9efbc9d79b29e13a19514e061	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e13458b60fbf6d244298c3c869d123d	0	0	0	0	0	0	0	0	0	0	6	0	15	24	0	0	0	0
dbd82510acdb6bd44e7418c8e655d84d	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0
8a6670e94a785afb960a4988ba43f036	15	7	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5d50dbe02743e38a252dd6b744337a9	18	17	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3115d21fa10651d2d8cd938097291420	13	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a40c16518e2edd12b726bb8f074b36cc	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b005fcaadb844b211471353b3cb31e0	0	0	5	30	0	0	0	0	0	0	0	15	0	0	0	0	0	0
7c34f8043c81436d15c3c63f593a1caa	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
78f1019dfd142a90ad147ee890c5870a	0	0	0	0	0	0	0	0	0	0	18	17	0	6	0	0	0	7
2010fab05b6d1202ed1e0e507c87c461	11	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eeff5013d6068e2287f2293bbeb7b021	0	8	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ac0672cdf77a15f8053f396655daf15d	0	0	0	0	0	0	0	0	10	4	0	0	9	0	7	0	0	13
fd6ed62b8099c8f4698124f8a04dd74a	0	0	0	0	0	0	0	0	0	12	12	9	7	0	0	0	0	0
edcad41b5e2a1111c4fece2a0f338fab	0	0	0	0	0	0	0	0	0	7	0	0	0	14	0	12	35	0
547570297f012e6a568dbcf2425c97c7	0	4	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26a3c89452ab615023ddc5dc9a6857bf	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57a309897ae25ae98b99c9386647ed9e	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c01ac88ced0d81a9c0d9e250e290a6e7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9d7cdfc45bb74ef1e3513485b5f8d6f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	0	0
fa4f2f66de87768da8b2e7b2973e4192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	32	13	0
4649317c859a3a349a664664464c30d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	48
ba85b9a6e591161c97f738ffae06c896	15	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b06d2c2b8febff2bcf4909c2b2b90e4b	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
654c13b3f940cd5b31743ee5a69e0184	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b55040d83344a1489fc2bf9d3719da75	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32ccdae0f4a67d1603863788a661cc99	0	11	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
b932eb1e2048837a7caa01e9469a244f	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c1f01c5f869c57222309263fb96f9e7a	0	0	0	0	0	0	0	0	18	5	0	7	10	10	0	0	0	0
c39fcc67a9ed75659f08e67dab64316b	0	0	0	0	0	0	0	0	14	0	8	0	10	8	0	0	0	0
5dc56b3330bfedd033f4a36951d4dbd0	25	5	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e623309e53b6722fd50e5b3173719486	0	0	6	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187f1bdba5556ea56dd271b573d3506a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
2d68e6c3b1111f2f45dbbaa9f4e9d225	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ebe4ad57b5e514580abcdb47c02c7351	0	0	0	0	0	0	0	0	0	15	15	14	0	0	6	0	0	0
02d787ad0bbd26d0127cccc361a3cbe1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16	32
0e575dff24f20c0bd0ed459cf3db41bb	16	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8280a042c920cd5e0157a6852ea6d409	13	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ae355966e07b92cace31bae103a3fe0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	32	0	0
5d434026295c13c034688f129004490e	0	0	0	0	0	0	0	0	22	13	21	0	0	0	0	0	0	0
52c7757c6dd664b75b4a284e24951896	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7aa15009307004acf5877fab5f90ba88	0	12	4	0	0	0	0	0	0	5	7	0	0	0	1	0	0	0
94d4802aa05a82ec9ac3900f7ab7af30	0	0	3	0	0	0	0	0	0	0	0	7	0	18	0	0	0	0
d3d3c6a39b4297620c4c6ad4647f829b	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	29	0	36
74fea7e8e85db1452b8d1b66e390cb51	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0
4bd8d16fd97707f649c6691af4792e12	0	0	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f73d68d114eea1e3b3b6d36d04f0473b	0	0	4	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
82b0c9ea78a755afbcc35ed3d7eacce3	0	0	0	0	0	0	0	0	0	0	0	13	10	13	0	0	0	0
e016515cde9584eed326a3ba859e4a7a	0	0	0	0	7	10	28	0	0	0	0	0	0	0	0	0	0	0
8b0369878d22743c13b85f4fa3757a69	0	0	0	0	0	0	0	0	24	0	0	0	0	12	5	8	5	0
1dd130529b03ac45dd7c014c7cf0451b	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68a86f8a21546a3dd6dac58f25961523	0	10	0	0	0	0	0	0	0	0	10	8	0	7	0	8	16	0
f067f67daa2d364ce53b9a876070edb4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9780b77e0b7569a3bde6e7c027b86861	0	29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
