tax	ADAL1	ADAL3	ADALmet1	ADALmet2	ADUP1	ADUP3	ADUPmet1	ADUPmet2	KUAL1	KUAL2	KUAL3	KUALmet1	KUALmet2	KUALmet3	KUUP1	KUUP2	KUUP3	KUUPmet2
d7ac8c39070807a53a709456dd0190ad	0	0	0	0	0	0	0	0	13	17	10	0	0	0	0	0	0	0
65e1c8bafc72e7a374d153cc479e2336	0	0	0	0	0	0	0	0	0	9	8	5	12	0	0	0	0	0
e65b3cd0199f8282718198f83c63d2ae	0	0	0	0	0	0	0	0	22	15	6	0	13	0	0	0	0	0
d66b31fa5e0c146311fe4c0e65544eb3	0	0	0	0	0	0	0	0	0	8	7	16	0	0	0	0	0	0
4eb370a33a33ea2ef2cb9fbac04de1c8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
231763db81808c28186dea4a7d603b01	12	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82eedcdab86ac28ccd50fd710322b36c	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ead74cc8aff265a3456a2d744acf5c2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8946584cf2b4b0e0861c7061a5fba244	32	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
48f98a994969d8e0b0fb65b42cf76ed9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97f1644efe851269dd934f6d12ce2a52	0	8	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
984a54b1c101cf43cc227fee9d9cb19f	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c81d915d937d51b1e09dd98659ea389	0	0	0	0	0	0	0	0	0	7	0	6	0	1	0	7	0	0
a3daf9db5637f08ef67de581c8126c13	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850483cb30e5ea3a1d31e467d377cd81	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f480cef007f6138f29fab90a847a8f58	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c78fcf1ebb2c141ad0304a6bde8815b	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
2fdddcda31e6b0e662826ca78d28f3d3	10	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4df88d07fafcf24acdefb005e419068	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
00cf4b1c103ab0c6be8748a354cba548	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0
b4e7086d9a005ae6eeba3e22283b3a9a	0	0	0	0	0	0	0	0	0	18	13	0	0	0	0	0	0	0
cdc4b2f945627299e85b50f838de7bb5	11	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd073a5ff48fdc9814fd6a81d72af1c7	0	0	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3738753b9ba5669deeeaa8baffa4336c	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
84cf97b68bc042409f64dc3ad835a330	0	0	0	0	0	0	0	0	0	3	7	3	0	0	0	19	0	0
048ac3327be7fa958c546c92b1161f28	9	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
865e3621e4c4fadaa0d842852b469c98	0	5	1	0	0	0	0	0	0	7	7	0	0	9	0	0	0	0
4caa2a809b0b4b3224343cc6e9fa95ec	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
8261d553782c18707e202da4aea47f24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294bfa077398ca1fa2bcef7c7e60eec1	0	0	0	0	0	0	0	0	23	0	20	0	12	0	0	0	0	0
d93dc36559a4046b0bd506fc35f07186	0	0	0	0	0	0	0	0	7	0	7	6	2	8	0	4	0	7
bbbb1470c45246f04648f8f806b79333	0	5	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e01530636dc84192b165991d788e48d	0	6	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
5d0540d816000798e47ec3861f22dfec	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61487b26bd60aa0be80bcec36f0d614a	0	0	0	0	0	0	0	0	0	6	0	8	8	0	0	0	0	3
f33b4957cbd7748210df10033e6dd1a0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
2f11f7d57640c419817b50c91f41fc0a	0	0	0	0	0	0	0	0	0	10	13	0	0	16	0	0	0	0
b00e8c205b9bdd56c4ddfa77ce500c1d	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
fe77611072fecc4406891bc218941622	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a22601fd17fa5e7091a97e425a348506	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6759914cbad8099a5eb40ac158e03581	0	0	1	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0
4aa0efb744eec1e511c76de69ba6117a	0	0	0	0	21	15	0	0	0	0	0	0	0	0	0	0	0	0
e02d4b0407d945b9a5e33982a5489b70	0	0	0	0	0	0	0	0	0	17	0	0	0	18	0	0	0	0
0c7f6b8fb5427c17819cf3f55d6a293b	8	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ac93b0bae09482bf35d59b62f4975dc	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b6b10091378b95b4734596ac132cc264	0	0	5	0	0	0	0	0	0	0	5	2	0	11	0	0	0	0
89a3c7806f41fcb0aca4bb718ea8e4a5	0	0	6	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
32199d8128a1ce0ac79308097c3f07d5	0	0	0	0	0	0	0	0	0	2	0	5	27	0	0	0	0	0
f1d416ff96af7d0d2206764e99ff0bc0	0	0	0	0	0	0	0	0	0	0	15	0	0	9	0	0	0	0
03baca4b4b0f56a8af205135833a6432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	44
eca05acd0aa5a79c9245f167808c8b79	10	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5918daec149bd6a19f3357d7e4aeb8a	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c2bbc52c7395ab352cff7c4cc8117f81	0	0	0	0	0	0	0	0	0	0	0	15	0	0	9	0	0	0
5aaa7c71fb38f19be595fff102d43236	0	0	0	0	0	0	0	0	0	0	0	0	18	0	6	18	0	0
8713c278cfa0c61d53ef52502c9586bd	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a1f85f6d3582c989df8cf9413b79a344	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef27e526882398b443bb0b4b238265d9	0	0	0	0	0	0	0	0	0	9	12	0	0	23	0	0	0	0
825284dff66586a676f891e2ae1606d5	0	0	0	0	0	0	0	0	0	0	0	10	0	18	0	0	20	0
3a4694b30cb2b078c8017240ecee4989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	0	13
324f22608a4dc4b7030ad7441b96b26e	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f493497bb183f4134fe4da5d88fe9fa	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b60945c317ec881f2307f6a8097f3500	0	0	0	0	0	0	0	0	0	0	9	5	8	0	3	0	10	0
c84c3435f0ff4efe7c564219669fe1ae	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0
d947bf77685edfc3ff46a2dd5c5362cc	0	5	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461c7571b7f1f3d8056b64f91f7cc3a5	0	16	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
d236a0abc225d47c3b14866a489b5b41	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e6f385f09f4f9a042610228d3db5d29	0	0	0	0	0	0	0	0	0	0	7	6	0	16	0	0	0	0
f9d8a432ca8aeffb0c21d3644f7de621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	24	0
803d56e295e6eade71286167f05f5ead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	37	0
14cd891841b60a5a117cf8bfe7363e93	25	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8ac8b7a27294a1f6b4bb9c468583acd0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e96932d6ed2f4e1ddf664015e6bd5c3e	0	0	0	0	0	0	0	0	0	8	0	0	17	0	0	0	0	0
14d032fe9a05051897a1aede74c2390d	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	0
8747bc64e0d6d2238f1b8bfee7d46a5d	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb06c839e540d72a2b5d42d9cfbad123	0	0	0	0	26	12	0	0	0	0	0	0	0	0	0	0	0	0
dddeacc07a8484b992c458aa4f314171	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f56309dddfd5c695aca9f3fe4f71cd35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f0741c9839b540edfbc84595316841c	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58b99f99175b98f76a2136eccb6f51e9	0	0	0	0	0	0	0	0	7	4	8	0	8	4	3	0	0	0
d18a20f96a4ce970e0850460690723e4	0	0	0	0	0	0	0	0	0	0	1	0	5	0	7	0	7	8
2043f83362e93cdc3b35b5a8b2ae4f0e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
067b8f55ab2dce1ab552c969583a3e63	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f8280249d2a41d36047852c7033ddd5e	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e138be33a4c919f43337ba28df89be7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0
6c086fbe9ba9eeb7da186501becd7302	0	7	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34464266d3c7cf45ce7f4b2d4d265af9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e38ac578c7d5d3e416726ac92c174aad	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
241b5b0c432c60b82fbcf87121451215	0	0	0	0	0	0	0	0	9	0	11	9	8	0	0	0	0	0
d568524803774ec369d488966086abc9	0	0	0	0	0	0	0	0	0	12	17	0	0	5	0	0	0	0
5713f881d50d6a237f2778afe848fa2c	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e06bfb6a07ee7976bbe7c1a4537c8b8	0	0	0	0	0	0	0	0	0	3	9	4	8	0	0	0	0	0
e3b7af695d5de622efb465de92ac8c3c	16	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd699c63ad8a67d22d68c662bd9c4a72	0	7	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
aae15bea818e4868ed021f268257f714	0	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8865d562be5820c642f1eab97d0ff579	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb828e0459f64b8ed2e44a711f5ba699	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6842aaf71197c5e114256359cb82f364	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
20ca3642e4059f08329cfa723428eae7	32	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07dfb968afc824e3d46cb1012b2e77ad	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1456857bcd30fa4074aaf9849ccb54b5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	19	11
7e32b48ed6066e8b994dec4c66adcc8e	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba8897b5ea6590f7cef0925a4b93638f	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d51a8eead19f1a6fa4be11f9eaa3ef3	0	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
533b45fa0e35725939747bd140d4b0b2	0	0	0	0	0	0	0	0	0	0	0	7	10	0	8	0	0	0
73690794ec21c50e87195c38b33002b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	33
5356b6998d4cf07e7220ce54217a1b6e	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2103ef42f8f532d47c93ceba7a85900c	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a71b654c1a619d21a264065b7a5f30e	0	0	0	0	0	0	0	0	18	13	0	0	10	0	0	0	0	0
bfbc34581e7943c075c94b1d01a31f7c	0	0	0	0	0	0	0	0	7	7	5	6	4	0	2	0	0	0
4816e0b6346dd0446dfccedf52f10ead	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0
3699259cb5ebf40acc6038c047ba261f	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92d8101e42a3a5cc9689a6794a29addd	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
82b0ba52c3aadf86edeed11899e9e9a7	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721d5f35f9d4f3d915708c954823c762	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190e41bb3c4c317f4d47d8026ac6c15	0	0	2	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0
0b992d2b589f3a63e38315ed14cfa14f	0	0	0	0	0	0	0	13	9	2	0	0	0	0	0	0	0	0
5075f97ca30c7a2ad51dce9b71fb123f	0	0	0	0	0	0	0	0	0	5	6	2	0	0	1	0	0	0
c097efd4e31450c4fba055eafc97aa73	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	11
398756ad23aa681446c7dc433f8be495	0	6	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f23e31856db4ccf7e2fa1cf1ed86acd	0	0	0	0	0	0	0	0	0	8	3	0	12	0	0	0	0	0
cc19f635c599984079daa28c482d4495	0	0	0	0	0	0	0	0	0	2	0	7	0	0	7	0	19	0
ef4b56afdf1f7ad9192f70e628a6fdc6	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0
5a5ede8fd7887a0095c47cfd5d2715be	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c9430000e6861f12e84519262f5a0555	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9cef21e9e838841d05c8ecaa62e09be6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56869deafa2b8bd3f16e382d80a6ef8e	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b9a51767695e42828b1b10880f50981	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cf6e391f00b173f47f65f1f5c7c0dd19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04f1abacf695ff02e5059988d1658595	0	0	0	0	0	0	0	0	5	4	0	9	0	7	5	0	0	4
a2ce36f5827e6464508eba1baaeb792b	0	0	0	0	0	0	0	0	0	0	0	0	11	22	0	0	0	8
4dde23d7ac637765b06ac590a56d24e5	0	3	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7549f7107aa6250c38956dae72e1e09e	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a082ae44f487a52d415a0e6ac767e9f5	0	0	0	0	0	0	0	0	0	10	0	0	0	13	4	0	0	0
38e0758eb38c754f4aa0fbc198f7645e	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0
87657f7e51e317efbdf058b2c37d1874	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc76226bebb4aadc2890baf17e143308	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c1b0d7071cc0e1e82e29475175f7dea	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d0718ea07afdf75bdfd7a40e29dc9d5a	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ff76115b289fc0e2efa76354f452eee3	0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8700b08e1304116e667095e77dad3de9	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
24d123ac3824c24a128c1e0776687e3b	0	0	0	0	0	0	0	0	22	0	0	6	0	10	0	0	0	0
a1408d4ff07207b6ee0f88fabcf1cd48	0	0	0	0	0	0	0	0	0	7	6	0	0	12	0	0	0	0
140a1a2e121b9345b6e31f7fccc6593c	0	0	0	0	0	0	0	0	0	7	0	5	0	6	4	0	0	0
b6ad89e1cf3fa20c4bd21e7439d3dd43	0	0	0	0	0	0	0	0	0	7	0	0	14	0	0	5	0	0
52106b3b279055812986590fca5acd59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	40
3f97cd2a2e7bcacfd902c03aea5d9d80	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37f1feeeffde0683f7aa8c24cc3d1092	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b27237817157f82328111118e914eb6	0	9	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a088cd0cb8cc205a1fa62cecabbe7b9a	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52722022b90486bd231962699322431a	0	0	0	0	0	0	0	0	7	5	0	9	7	0	0	0	0	0
10766a8452b3b979bbca139e049bddc8	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0
b1eacc3f15cdd3639c2e55a36c098ca1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	11	0	11
1ce29447625ff9bcfa2eaae74bfab89c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
990719cca85b009b282b48ea2c5e5a8d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
e9c984cb7b86d395fb88fb00b71a2ff5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a1eb8c95f8f36fe8ab80a4447e28897	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
19c36399f57789fd15f62108a91f8e7b	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f2aae4973a2ccb09e615d066c9a96fd	0	0	0	0	18	12	9	0	0	0	0	0	0	0	0	0	0	0
551c0e5e7900348f46f7be5650ceb2b0	0	0	0	0	0	0	0	0	0	0	10	12	0	11	0	0	0	0
b3e31a9f63da765e9d3d974fa896c826	0	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0
1f4c7f597c125dc98ff75ac1842a03ce	0	7	0	0	0	0	0	0	7	0	0	3	0	0	0	0	5	0
bffb44dbe8e29cee5a01d126fd53169f	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c086c15c95798b8ccbe541e2ccb2b0e4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	25
7e7e7c2b18b4cee6dfd02627a6778ea4	9	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680218fa3ad309215954ed06cc127fa9	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0915b8a90ebd6c877286c5a65e5cfcbd	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb4c875751ceb3c6af9da22916edda60	0	0	0	0	0	0	0	0	6	5	0	0	6	0	0	0	0	0
b4d140ffbb66b6a845c13a4d8457cdf7	0	0	0	0	0	0	0	0	0	0	12	0	8	5	0	0	0	0
9c4ce3ab8489b41713d7b1462eecee59	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610ad844826e1e79a3217cf3f63c290b	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ae584fc57b42824672e136ee697f7b63	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
948d46713988f7ab263d4046b75d4fca	0	0	0	0	0	0	0	0	0	5	0	2	4	0	0	0	0	0
af76a7255c71a0b6baa46398eb165b2a	0	0	0	0	0	0	0	0	0	10	0	0	0	9	0	3	0	0
0822de1195ad16092c8ec5052fdd28d2	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0
535e13058273311710bdb1530f306fd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
862d8391b6796e540c957d6b31e99dd7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e688077d99b03ba1369bf6bd403cb18	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11f1b270e70c3fbfc54b1828747ae0c6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddde0a5c662e5cd6838186d96c8c4d34	0	0	0	0	0	0	0	0	11	8	11	0	0	0	0	4	0	0
203c05a68d1991141bb337578fe834ff	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
734b31e8fe39bdcff0202cdbaa439d77	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb18df43a30ca00ddca5075fb46885ec	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0a3c9503785e56e291f9579ac2a413a6	0	0	0	0	0	0	0	0	0	0	0	6	6	7	0	0	7	0
a85a8041b239bcec2663a1568f34d33c	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0
3494841c24c171dfada3a6425a259c51	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a8a43e6d3221e60e23855bcfa19fb1a	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed8cd5b9b3401723b6e273cfdcb8db2e	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c69d2581cc818c51e740fdd5a4a75f9a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d701428f37263d955e312b8eae101c46	0	0	0	0	0	0	0	0	0	0	15	0	0	10	2	0	0	0
ae8227fe838885c2d1a6c89da0f7e196	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0
07fbb04b2fea01134433ef06b4e01fbf	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9492c6c084147d6f23fac0ac1e869621	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260f66ad3eecd150cd75e44bc6e8cd7b	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e6885caa83e15f780b7df5f6cf1b5a1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66815bedd54b049830e6352fe511ec98	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ec8b3c3affb7006bc0afc47a59a417a	0	0	0	0	0	0	0	0	0	6	0	0	18	0	1	0	0	0
4f8874201af5d3073184c44bed015e9a	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3faed303d2cee4b02384f65f8fed1bbd	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc94e56103c875ecf9a7ca2feebadcb3	0	0	0	0	0	0	0	0	17	0	0	10	0	0	0	0	0	0
3ea44e0381e865e8451337f09c48d87a	0	0	0	0	0	0	0	0	0	7	0	5	0	8	0	0	0	0
ae40a2b3f88797bb62c6908f678d9864	0	0	0	0	0	0	0	0	0	0	8	3	0	9	0	0	0	0
b737ea685ca92c7f4c62076da7253071	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d723a419c4f0439dbe1d8c311134eed	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95c2dcd5fbdd0cb5040cbd129c4f09a6	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
279af1639f583d67983b3e83855b94df	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d050cd6d7066d078aa081d7e13d1065a	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10990221edf01b6a643ece13867580f1	0	0	0	0	0	0	0	0	0	5	7	0	0	4	0	7	0	0
63537e7eb768bb123e2671efd854b71d	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
c137f46913f90244e6a5abdce6628f78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	26	0
c8c906b168aebc06cb39c60b7372c6c9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a60ed2f373fbd3495aed6537da0c58be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
b8bccb68a9dccbf413b475b6c2e95cd7	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc849a6c028995358c6e6c800f217d8f	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
089c45a0df238c66dc4075fb4e94639d	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cdb94f5f93941a97cccaa20be6f9a6d	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32fc2cd25aa55328928bee9714317875	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc9262977093223d94756040b0d4b42a	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3
a6d414612f60b3615ab75346f5709023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ce297fa515d3821e9a6434dca843d504	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f1ea516c550e904bc2615c5cb9e0b24	0	0	0	0	0	0	0	0	0	9	6	0	0	0	4	0	0	0
b01ccee256718b144f6b00048170c656	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0
23ba0fc96b2afd0af4d1d3bd93cd85b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
4dd0e6f988d1ed3c120185c232ca5f37	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d271300e29ba1d516769eafbf929478f	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49cc7dae29817e26efed29b355e60fc7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3b045003f11dc01a71e0c63c2347bde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0
bd60f6656c25fd4345a8696fd37e7c4a	28	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb5391af5158f1444aebdcc02219c4c4	0	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01a2c62bd93ce5cceb755fc61586f4d4	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc8366c64b59e21bbe570aed52602deb	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c330201199a9731c7d8d3ee7c2e2fddc	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bff51cf295e0c37bec7c46170593bd3c	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
605c8213fefe7eefa8818705843ed613	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ef360c35562d71f6615ba38de23e012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1db744d5282d38bd090945b23a31901	0	0	0	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0
b3a9d8189d39f93b908e2c53f29b350c	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0
dcc9710c70f3ec3fd28325890d942d65	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9c5eeed952bda5dd038e41a36aa9f0c4	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	0
1c19a5250f0e4b0409254537b81e5050	0	0	0	0	0	0	0	0	15	6	0	0	5	0	0	0	0	0
