SampleID	Phylum	Relative abundance (%)	TreatmentID	Site	Treatment	Soiltype	Compartments
BCCCK1	Abditibacteriota	0.07 	CK1	CC	CK	BSA	BS
BCCCK1	Acidobacteriota	5.34 	CK1	CC	CK	BSA	BS
BCCCK1	Actinobacteriota	40.67 	CK1	CC	CK	BSA	BS
BCCCK1	Bacteroidota	1.18 	CK1	CC	CK	BSA	BS
BCCCK1	Chloroflexi	11.24 	CK1	CC	CK	BSA	BS
BCCCK1	Deinococcota	0.00 	CK1	CC	CK	BSA	BS
BCCCK1	Firmicutes	1.74 	CK1	CC	CK	BSA	BS
BCCCK1	Gemmatimonadota	5.97 	CK1	CC	CK	BSA	BS
BCCCK1	Myxococcota	2.92 	CK1	CC	CK	BSA	BS
BCCCK1	Nitrospirota	2.23 	CK1	CC	CK	BSA	BS
BCCCK1	Alphaproteobacteria	10.58 	CK1	CC	CK	BSA	BS
BCCCK1	Gammaproteobacteria	13.17 	CK1	CC	CK	BSA	BS
BCCCK1	unclassified	0.43 	CK1	CC	CK	BSA	BS
BCCCK1	Others	4.47 	CK1	CC	CK	BSA	BS
BCCCK2	Abditibacteriota	0.09 	CK2	CC	CK	BSA	BS
BCCCK2	Acidobacteriota	4.85 	CK2	CC	CK	BSA	BS
BCCCK2	Actinobacteriota	39.41 	CK2	CC	CK	BSA	BS
BCCCK2	Bacteroidota	2.24 	CK2	CC	CK	BSA	BS
BCCCK2	Chloroflexi	7.54 	CK2	CC	CK	BSA	BS
BCCCK2	Deinococcota	0.01 	CK2	CC	CK	BSA	BS
BCCCK2	Firmicutes	1.40 	CK2	CC	CK	BSA	BS
BCCCK2	Gemmatimonadota	6.38 	CK2	CC	CK	BSA	BS
BCCCK2	Myxococcota	3.64 	CK2	CC	CK	BSA	BS
BCCCK2	Nitrospirota	1.50 	CK2	CC	CK	BSA	BS
BCCCK2	Alphaproteobacteria	11.67 	CK2	CC	CK	BSA	BS
BCCCK2	Gammaproteobacteria	16.77 	CK2	CC	CK	BSA	BS
BCCCK2	unclassified	0.31 	CK2	CC	CK	BSA	BS
BCCCK2	Others	4.18 	CK2	CC	CK	BSA	BS
BCCCK3	Abditibacteriota	0.07 	CK3	CC	CK	BSA	BS
BCCCK3	Acidobacteriota	4.82 	CK3	CC	CK	BSA	BS
BCCCK3	Actinobacteriota	39.73 	CK3	CC	CK	BSA	BS
BCCCK3	Bacteroidota	2.36 	CK3	CC	CK	BSA	BS
BCCCK3	Chloroflexi	9.22 	CK3	CC	CK	BSA	BS
BCCCK3	Deinococcota	0.01 	CK3	CC	CK	BSA	BS
BCCCK3	Firmicutes	1.28 	CK3	CC	CK	BSA	BS
BCCCK3	Gemmatimonadota	5.50 	CK3	CC	CK	BSA	BS
BCCCK3	Myxococcota	3.54 	CK3	CC	CK	BSA	BS
BCCCK3	Nitrospirota	1.92 	CK3	CC	CK	BSA	BS
BCCCK3	Alphaproteobacteria	10.62 	CK3	CC	CK	BSA	BS
BCCCK3	Gammaproteobacteria	15.56 	CK3	CC	CK	BSA	BS
BCCCK3	unclassified	0.40 	CK3	CC	CK	BSA	BS
BCCCK3	Others	4.98 	CK3	CC	CK	BSA	BS
BCCNPK1	Abditibacteriota	0.10 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Acidobacteriota	5.71 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Actinobacteriota	29.19 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Bacteroidota	5.04 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Chloroflexi	14.46 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Deinococcota	0.02 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Firmicutes	1.54 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Gemmatimonadota	6.26 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Myxococcota	2.91 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Nitrospirota	1.67 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Alphaproteobacteria	11.97 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Gammaproteobacteria	15.90 	NPK1	CC	NPK	BSA	BS
BCCNPK1	unclassified	0.40 	NPK1	CC	NPK	BSA	BS
BCCNPK1	Others	4.84 	NPK1	CC	NPK	BSA	BS
BCCNPK2	Abditibacteriota	0.19 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Acidobacteriota	4.80 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Actinobacteriota	28.43 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Bacteroidota	5.35 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Chloroflexi	15.05 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Deinococcota	0.03 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Firmicutes	1.52 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Gemmatimonadota	6.34 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Myxococcota	2.98 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Nitrospirota	0.87 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Alphaproteobacteria	13.88 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Gammaproteobacteria	16.10 	NPK2	CC	NPK	BSA	BS
BCCNPK2	unclassified	0.32 	NPK2	CC	NPK	BSA	BS
BCCNPK2	Others	4.15 	NPK2	CC	NPK	BSA	BS
BCCNPK3	Abditibacteriota	0.19 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Acidobacteriota	7.06 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Actinobacteriota	29.37 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Bacteroidota	1.76 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Chloroflexi	11.21 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Deinococcota	0.02 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Firmicutes	2.22 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Gemmatimonadota	7.05 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Myxococcota	2.90 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Nitrospirota	1.13 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Alphaproteobacteria	14.01 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Gammaproteobacteria	18.90 	NPK3	CC	NPK	BSA	BS
BCCNPK3	unclassified	0.26 	NPK3	CC	NPK	BSA	BS
BCCNPK3	Others	3.92 	NPK3	CC	NPK	BSA	BS
BCCNPKM1	Abditibacteriota	0.08 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Acidobacteriota	4.95 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Actinobacteriota	33.09 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Bacteroidota	1.90 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Chloroflexi	10.14 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Deinococcota	0.01 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Firmicutes	2.87 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Gemmatimonadota	6.14 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Myxococcota	2.94 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Nitrospirota	0.89 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Alphaproteobacteria	15.44 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Gammaproteobacteria	17.82 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	unclassified	0.20 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM1	Others	3.50 	NPKM1	CC	NPKM	BSA	BS
BCCNPKM2	Abditibacteriota	0.07 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Acidobacteriota	4.58 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Actinobacteriota	35.67 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Bacteroidota	2.78 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Chloroflexi	7.87 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Deinococcota	0.01 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Firmicutes	2.87 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Gemmatimonadota	5.47 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Myxococcota	3.50 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Nitrospirota	1.34 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Alphaproteobacteria	14.33 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Gammaproteobacteria	16.37 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	unclassified	0.27 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM2	Others	4.87 	NPKM2	CC	NPKM	BSA	BS
BCCNPKM3	Abditibacteriota	0.14 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Acidobacteriota	5.63 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Actinobacteriota	33.49 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Bacteroidota	3.05 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Chloroflexi	9.89 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Deinococcota	0.01 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Firmicutes	2.41 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Gemmatimonadota	5.00 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Myxococcota	3.02 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Nitrospirota	0.81 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Alphaproteobacteria	15.05 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Gammaproteobacteria	17.33 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	unclassified	0.23 	NPKM3	CC	NPKM	BSA	BS
BCCNPKM3	Others	3.94 	NPKM3	CC	NPKM	BSA	BS
BHLCK1	Abditibacteriota	0.06 	CK1	HL	CK	BSA	BS
BHLCK1	Acidobacteriota	6.69 	CK1	HL	CK	BSA	BS
BHLCK1	Actinobacteriota	34.65 	CK1	HL	CK	BSA	BS
BHLCK1	Bacteroidota	1.15 	CK1	HL	CK	BSA	BS
BHLCK1	Chloroflexi	15.26 	CK1	HL	CK	BSA	BS
BHLCK1	Deinococcota	0.02 	CK1	HL	CK	BSA	BS
BHLCK1	Firmicutes	1.35 	CK1	HL	CK	BSA	BS
BHLCK1	Gemmatimonadota	3.80 	CK1	HL	CK	BSA	BS
BHLCK1	Myxococcota	2.41 	CK1	HL	CK	BSA	BS
BHLCK1	Nitrospirota	1.32 	CK1	HL	CK	BSA	BS
BHLCK1	Alphaproteobacteria	10.80 	CK1	HL	CK	BSA	BS
BHLCK1	Gammaproteobacteria	18.35 	CK1	HL	CK	BSA	BS
BHLCK1	unclassified	0.13 	CK1	HL	CK	BSA	BS
BHLCK1	Others	4.00 	CK1	HL	CK	BSA	BS
BHLCK2	Abditibacteriota	0.03 	CK2	HL	CK	BSA	BS
BHLCK2	Acidobacteriota	5.16 	CK2	HL	CK	BSA	BS
BHLCK2	Actinobacteriota	35.66 	CK2	HL	CK	BSA	BS
BHLCK2	Bacteroidota	3.60 	CK2	HL	CK	BSA	BS
BHLCK2	Chloroflexi	18.41 	CK2	HL	CK	BSA	BS
BHLCK2	Deinococcota	0.02 	CK2	HL	CK	BSA	BS
BHLCK2	Firmicutes	1.12 	CK2	HL	CK	BSA	BS
BHLCK2	Gemmatimonadota	5.10 	CK2	HL	CK	BSA	BS
BHLCK2	Myxococcota	2.45 	CK2	HL	CK	BSA	BS
BHLCK2	Nitrospirota	1.16 	CK2	HL	CK	BSA	BS
BHLCK2	Alphaproteobacteria	9.04 	CK2	HL	CK	BSA	BS
BHLCK2	Gammaproteobacteria	14.14 	CK2	HL	CK	BSA	BS
BHLCK2	unclassified	0.19 	CK2	HL	CK	BSA	BS
BHLCK2	Others	3.91 	CK2	HL	CK	BSA	BS
BHLCK3	Abditibacteriota	0.06 	CK3	HL	CK	BSA	BS
BHLCK3	Acidobacteriota	5.10 	CK3	HL	CK	BSA	BS
BHLCK3	Actinobacteriota	34.59 	CK3	HL	CK	BSA	BS
BHLCK3	Bacteroidota	1.20 	CK3	HL	CK	BSA	BS
BHLCK3	Chloroflexi	22.28 	CK3	HL	CK	BSA	BS
BHLCK3	Deinococcota	0.03 	CK3	HL	CK	BSA	BS
BHLCK3	Firmicutes	1.15 	CK3	HL	CK	BSA	BS
BHLCK3	Gemmatimonadota	4.74 	CK3	HL	CK	BSA	BS
BHLCK3	Myxococcota	2.25 	CK3	HL	CK	BSA	BS
BHLCK3	Nitrospirota	1.25 	CK3	HL	CK	BSA	BS
BHLCK3	Alphaproteobacteria	9.56 	CK3	HL	CK	BSA	BS
BHLCK3	Gammaproteobacteria	14.16 	CK3	HL	CK	BSA	BS
BHLCK3	unclassified	0.17 	CK3	HL	CK	BSA	BS
BHLCK3	Others	3.45 	CK3	HL	CK	BSA	BS
BHLNPK1	Abditibacteriota	0.04 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Acidobacteriota	7.46 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Actinobacteriota	31.59 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Bacteroidota	0.98 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Chloroflexi	16.49 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Deinococcota	0.01 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Firmicutes	1.34 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Gemmatimonadota	4.06 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Myxococcota	2.50 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Nitrospirota	1.45 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Alphaproteobacteria	11.42 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Gammaproteobacteria	18.28 	NPK1	HL	NPK	BSA	BS
BHLNPK1	unclassified	0.13 	NPK1	HL	NPK	BSA	BS
BHLNPK1	Others	4.25 	NPK1	HL	NPK	BSA	BS
BHLNPK2	Abditibacteriota	0.04 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Acidobacteriota	7.44 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Actinobacteriota	35.82 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Bacteroidota	0.73 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Chloroflexi	14.75 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Deinococcota	0.01 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Firmicutes	1.49 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Gemmatimonadota	4.04 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Myxococcota	2.07 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Nitrospirota	2.23 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Alphaproteobacteria	10.61 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Gammaproteobacteria	16.39 	NPK2	HL	NPK	BSA	BS
BHLNPK2	unclassified	0.15 	NPK2	HL	NPK	BSA	BS
BHLNPK2	Others	4.24 	NPK2	HL	NPK	BSA	BS
BHLNPK3	Abditibacteriota	0.05 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Acidobacteriota	8.87 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Actinobacteriota	32.05 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Bacteroidota	1.05 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Chloroflexi	16.82 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Deinococcota	0.01 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Firmicutes	1.36 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Gemmatimonadota	3.44 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Myxococcota	2.01 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Nitrospirota	2.06 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Alphaproteobacteria	11.45 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Gammaproteobacteria	16.48 	NPK3	HL	NPK	BSA	BS
BHLNPK3	unclassified	0.16 	NPK3	HL	NPK	BSA	BS
BHLNPK3	Others	4.20 	NPK3	HL	NPK	BSA	BS
BHLNPKM1	Abditibacteriota	0.04 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Acidobacteriota	7.62 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Actinobacteriota	31.71 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Bacteroidota	1.47 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Chloroflexi	13.96 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Deinococcota	0.01 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Firmicutes	2.74 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Gemmatimonadota	3.95 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Myxococcota	2.15 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Nitrospirota	1.18 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Alphaproteobacteria	11.90 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Gammaproteobacteria	19.10 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	unclassified	0.14 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM1	Others	4.03 	NPKM1	HL	NPKM	BSA	BS
BHLNPKM2	Abditibacteriota	0.05 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Acidobacteriota	7.06 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Actinobacteriota	32.93 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Bacteroidota	1.34 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Chloroflexi	13.48 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Deinococcota	0.03 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Firmicutes	2.82 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Gemmatimonadota	4.21 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Myxococcota	2.03 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Nitrospirota	1.12 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Alphaproteobacteria	12.20 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Gammaproteobacteria	19.21 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	unclassified	0.12 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM2	Others	3.39 	NPKM2	HL	NPKM	BSA	BS
BHLNPKM3	Abditibacteriota	0.09 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Acidobacteriota	7.52 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Actinobacteriota	28.92 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Bacteroidota	1.48 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Chloroflexi	19.36 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Deinococcota	0.06 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Firmicutes	2.20 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Gemmatimonadota	3.48 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Myxococcota	2.06 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Nitrospirota	1.18 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Alphaproteobacteria	11.83 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Gammaproteobacteria	17.92 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	unclassified	0.14 	NPKM3	HL	NPKM	BSA	BS
BHLNPKM3	Others	3.76 	NPKM3	HL	NPKM	BSA	BS
BJXCK1	Abditibacteriota	0.01 	CK1	JX	CK	RSA	BS
BJXCK1	Acidobacteriota	17.89 	CK1	JX	CK	RSA	BS
BJXCK1	Actinobacteriota	10.36 	CK1	JX	CK	RSA	BS
BJXCK1	Bacteroidota	0.27 	CK1	JX	CK	RSA	BS
BJXCK1	Chloroflexi	44.89 	CK1	JX	CK	RSA	BS
BJXCK1	Deinococcota	0.00 	CK1	JX	CK	RSA	BS
BJXCK1	Firmicutes	0.96 	CK1	JX	CK	RSA	BS
BJXCK1	Gemmatimonadota	1.95 	CK1	JX	CK	RSA	BS
BJXCK1	Myxococcota	3.99 	CK1	JX	CK	RSA	BS
BJXCK1	Nitrospirota	1.87 	CK1	JX	CK	RSA	BS
BJXCK1	Alphaproteobacteria	6.23 	CK1	JX	CK	RSA	BS
BJXCK1	Gammaproteobacteria	8.39 	CK1	JX	CK	RSA	BS
BJXCK1	unclassified	0.28 	CK1	JX	CK	RSA	BS
BJXCK1	Others	2.92 	CK1	JX	CK	RSA	BS
BJXCK2	Abditibacteriota	0.01 	CK2	JX	CK	RSA	BS
BJXCK2	Acidobacteriota	16.06 	CK2	JX	CK	RSA	BS
BJXCK2	Actinobacteriota	11.44 	CK2	JX	CK	RSA	BS
BJXCK2	Bacteroidota	0.45 	CK2	JX	CK	RSA	BS
BJXCK2	Chloroflexi	44.30 	CK2	JX	CK	RSA	BS
BJXCK2	Deinococcota	0.01 	CK2	JX	CK	RSA	BS
BJXCK2	Firmicutes	0.83 	CK2	JX	CK	RSA	BS
BJXCK2	Gemmatimonadota	3.02 	CK2	JX	CK	RSA	BS
BJXCK2	Myxococcota	3.77 	CK2	JX	CK	RSA	BS
BJXCK2	Nitrospirota	1.12 	CK2	JX	CK	RSA	BS
BJXCK2	Alphaproteobacteria	7.10 	CK2	JX	CK	RSA	BS
BJXCK2	Gammaproteobacteria	8.17 	CK2	JX	CK	RSA	BS
BJXCK2	unclassified	0.27 	CK2	JX	CK	RSA	BS
BJXCK2	Others	3.44 	CK2	JX	CK	RSA	BS
BJXCK3	Abditibacteriota	0.00 	CK3	JX	CK	RSA	BS
BJXCK3	Acidobacteriota	15.19 	CK3	JX	CK	RSA	BS
BJXCK3	Actinobacteriota	11.20 	CK3	JX	CK	RSA	BS
BJXCK3	Bacteroidota	0.65 	CK3	JX	CK	RSA	BS
BJXCK3	Chloroflexi	46.74 	CK3	JX	CK	RSA	BS
BJXCK3	Deinococcota	0.00 	CK3	JX	CK	RSA	BS
BJXCK3	Firmicutes	0.80 	CK3	JX	CK	RSA	BS
BJXCK3	Gemmatimonadota	2.99 	CK3	JX	CK	RSA	BS
BJXCK3	Myxococcota	3.90 	CK3	JX	CK	RSA	BS
BJXCK3	Nitrospirota	1.35 	CK3	JX	CK	RSA	BS
BJXCK3	Alphaproteobacteria	7.05 	CK3	JX	CK	RSA	BS
BJXCK3	Gammaproteobacteria	6.67 	CK3	JX	CK	RSA	BS
BJXCK3	unclassified	0.26 	CK3	JX	CK	RSA	BS
BJXCK3	Others	3.20 	CK3	JX	CK	RSA	BS
BJXCK4	Abditibacteriota	0.01 	CK4	JX	CK	RSA	BS
BJXCK4	Acidobacteriota	16.14 	CK4	JX	CK	RSA	BS
BJXCK4	Actinobacteriota	11.56 	CK4	JX	CK	RSA	BS
BJXCK4	Bacteroidota	0.21 	CK4	JX	CK	RSA	BS
BJXCK4	Chloroflexi	46.93 	CK4	JX	CK	RSA	BS
BJXCK4	Deinococcota	0.00 	CK4	JX	CK	RSA	BS
BJXCK4	Firmicutes	1.09 	CK4	JX	CK	RSA	BS
BJXCK4	Gemmatimonadota	2.14 	CK4	JX	CK	RSA	BS
BJXCK4	Myxococcota	4.13 	CK4	JX	CK	RSA	BS
BJXCK4	Nitrospirota	1.43 	CK4	JX	CK	RSA	BS
BJXCK4	Alphaproteobacteria	6.76 	CK4	JX	CK	RSA	BS
BJXCK4	Gammaproteobacteria	6.72 	CK4	JX	CK	RSA	BS
BJXCK4	unclassified	0.25 	CK4	JX	CK	RSA	BS
BJXCK4	Others	2.63 	CK4	JX	CK	RSA	BS
BJXCK5	Abditibacteriota	0.00 	CK5	JX	CK	RSA	BS
BJXCK5	Acidobacteriota	13.33 	CK5	JX	CK	RSA	BS
BJXCK5	Actinobacteriota	9.11 	CK5	JX	CK	RSA	BS
BJXCK5	Bacteroidota	0.11 	CK5	JX	CK	RSA	BS
BJXCK5	Chloroflexi	59.47 	CK5	JX	CK	RSA	BS
BJXCK5	Deinococcota	0.00 	CK5	JX	CK	RSA	BS
BJXCK5	Firmicutes	0.57 	CK5	JX	CK	RSA	BS
BJXCK5	Gemmatimonadota	1.06 	CK5	JX	CK	RSA	BS
BJXCK5	Myxococcota	3.77 	CK5	JX	CK	RSA	BS
BJXCK5	Nitrospirota	0.93 	CK5	JX	CK	RSA	BS
BJXCK5	Alphaproteobacteria	4.43 	CK5	JX	CK	RSA	BS
BJXCK5	Gammaproteobacteria	5.08 	CK5	JX	CK	RSA	BS
BJXCK5	unclassified	0.26 	CK5	JX	CK	RSA	BS
BJXCK5	Others	1.88 	CK5	JX	CK	RSA	BS
BJXCK6	Abditibacteriota	0.00 	CK6	JX	CK	RSA	BS
BJXCK6	Acidobacteriota	16.12 	CK6	JX	CK	RSA	BS
BJXCK6	Actinobacteriota	10.27 	CK6	JX	CK	RSA	BS
BJXCK6	Bacteroidota	0.16 	CK6	JX	CK	RSA	BS
BJXCK6	Chloroflexi	53.28 	CK6	JX	CK	RSA	BS
BJXCK6	Deinococcota	0.01 	CK6	JX	CK	RSA	BS
BJXCK6	Firmicutes	0.68 	CK6	JX	CK	RSA	BS
BJXCK6	Gemmatimonadota	1.32 	CK6	JX	CK	RSA	BS
BJXCK6	Myxococcota	4.02 	CK6	JX	CK	RSA	BS
BJXCK6	Nitrospirota	1.17 	CK6	JX	CK	RSA	BS
BJXCK6	Alphaproteobacteria	5.36 	CK6	JX	CK	RSA	BS
BJXCK6	Gammaproteobacteria	5.12 	CK6	JX	CK	RSA	BS
BJXCK6	unclassified	0.33 	CK6	JX	CK	RSA	BS
BJXCK6	Others	2.16 	CK6	JX	CK	RSA	BS
BJXCK7	Abditibacteriota	0.01 	CK7	JX	CK	RSA	BS
BJXCK7	Acidobacteriota	14.80 	CK7	JX	CK	RSA	BS
BJXCK7	Actinobacteriota	9.98 	CK7	JX	CK	RSA	BS
BJXCK7	Bacteroidota	0.18 	CK7	JX	CK	RSA	BS
BJXCK7	Chloroflexi	52.34 	CK7	JX	CK	RSA	BS
BJXCK7	Deinococcota	0.01 	CK7	JX	CK	RSA	BS
BJXCK7	Firmicutes	0.96 	CK7	JX	CK	RSA	BS
BJXCK7	Gemmatimonadota	1.41 	CK7	JX	CK	RSA	BS
BJXCK7	Myxococcota	3.55 	CK7	JX	CK	RSA	BS
BJXCK7	Nitrospirota	1.33 	CK7	JX	CK	RSA	BS
BJXCK7	Alphaproteobacteria	6.07 	CK7	JX	CK	RSA	BS
BJXCK7	Gammaproteobacteria	7.05 	CK7	JX	CK	RSA	BS
BJXCK7	unclassified	0.15 	CK7	JX	CK	RSA	BS
BJXCK7	Others	2.17 	CK7	JX	CK	RSA	BS
BJXCK8	Abditibacteriota	0.00 	CK8	JX	CK	RSA	BS
BJXCK8	Acidobacteriota	14.02 	CK8	JX	CK	RSA	BS
BJXCK8	Actinobacteriota	11.03 	CK8	JX	CK	RSA	BS
BJXCK8	Bacteroidota	0.30 	CK8	JX	CK	RSA	BS
BJXCK8	Chloroflexi	50.09 	CK8	JX	CK	RSA	BS
BJXCK8	Deinococcota	0.00 	CK8	JX	CK	RSA	BS
