SampleID	Phylum	Relative abundance (%)	TreatmentID	Site	Treatment	Soiltype	Compartments
LEHLCK4	Nitrospirota	0.00 	CK4	HL	CK	BSA	LE
LEHLCK4	Alphaproteobacteria	45.51 	CK4	HL	CK	BSA	LE
LEHLCK4	Gammaproteobacteria	47.22 	CK4	HL	CK	BSA	LE
LEHLCK4	unclassified	0.01 	CK4	HL	CK	BSA	LE
LEHLCK4	Others	0.01 	CK4	HL	CK	BSA	LE
LEHLCK5	Abditibacteriota	0.00 	CK5	HL	CK	BSA	LE
LEHLCK5	Acidobacteriota	0.02 	CK5	HL	CK	BSA	LE
LEHLCK5	Actinobacteriota	7.23 	CK5	HL	CK	BSA	LE
LEHLCK5	Bacteroidota	0.07 	CK5	HL	CK	BSA	LE
LEHLCK5	Chloroflexi	0.02 	CK5	HL	CK	BSA	LE
LEHLCK5	Deinococcota	6.27 	CK5	HL	CK	BSA	LE
LEHLCK5	Firmicutes	0.10 	CK5	HL	CK	BSA	LE
LEHLCK5	Gemmatimonadota	0.00 	CK5	HL	CK	BSA	LE
LEHLCK5	Myxococcota	0.06 	CK5	HL	CK	BSA	LE
LEHLCK5	Nitrospirota	0.00 	CK5	HL	CK	BSA	LE
LEHLCK5	Alphaproteobacteria	25.22 	CK5	HL	CK	BSA	LE
LEHLCK5	Gammaproteobacteria	60.98 	CK5	HL	CK	BSA	LE
LEHLCK5	unclassified	0.00 	CK5	HL	CK	BSA	LE
LEHLCK5	Others	0.03 	CK5	HL	CK	BSA	LE
LEHLCK6	Abditibacteriota	0.00 	CK6	HL	CK	BSA	LE
LEHLCK6	Acidobacteriota	0.00 	CK6	HL	CK	BSA	LE
LEHLCK6	Actinobacteriota	14.13 	CK6	HL	CK	BSA	LE
LEHLCK6	Bacteroidota	0.10 	CK6	HL	CK	BSA	LE
LEHLCK6	Chloroflexi	0.01 	CK6	HL	CK	BSA	LE
LEHLCK6	Deinococcota	7.65 	CK6	HL	CK	BSA	LE
LEHLCK6	Firmicutes	0.19 	CK6	HL	CK	BSA	LE
LEHLCK6	Gemmatimonadota	0.01 	CK6	HL	CK	BSA	LE
LEHLCK6	Myxococcota	0.05 	CK6	HL	CK	BSA	LE
LEHLCK6	Nitrospirota	0.00 	CK6	HL	CK	BSA	LE
LEHLCK6	Alphaproteobacteria	74.26 	CK6	HL	CK	BSA	LE
LEHLCK6	Gammaproteobacteria	3.56 	CK6	HL	CK	BSA	LE
LEHLCK6	unclassified	0.01 	CK6	HL	CK	BSA	LE
LEHLCK6	Others	0.02 	CK6	HL	CK	BSA	LE
LEHLCK7	Abditibacteriota	0.00 	CK7	HL	CK	BSA	LE
LEHLCK7	Acidobacteriota	0.01 	CK7	HL	CK	BSA	LE
LEHLCK7	Actinobacteriota	3.42 	CK7	HL	CK	BSA	LE
LEHLCK7	Bacteroidota	0.20 	CK7	HL	CK	BSA	LE
LEHLCK7	Chloroflexi	0.02 	CK7	HL	CK	BSA	LE
LEHLCK7	Deinococcota	0.43 	CK7	HL	CK	BSA	LE
LEHLCK7	Firmicutes	0.09 	CK7	HL	CK	BSA	LE
LEHLCK7	Gemmatimonadota	0.00 	CK7	HL	CK	BSA	LE
LEHLCK7	Myxococcota	0.03 	CK7	HL	CK	BSA	LE
LEHLCK7	Nitrospirota	0.00 	CK7	HL	CK	BSA	LE
LEHLCK7	Alphaproteobacteria	7.26 	CK7	HL	CK	BSA	LE
LEHLCK7	Gammaproteobacteria	88.49 	CK7	HL	CK	BSA	LE
LEHLCK7	unclassified	0.01 	CK7	HL	CK	BSA	LE
LEHLCK7	Others	0.02 	CK7	HL	CK	BSA	LE
LEHLCK8	Abditibacteriota	0.00 	CK8	HL	CK	BSA	LE
LEHLCK8	Acidobacteriota	0.04 	CK8	HL	CK	BSA	LE
LEHLCK8	Actinobacteriota	36.12 	CK8	HL	CK	BSA	LE
LEHLCK8	Bacteroidota	0.12 	CK8	HL	CK	BSA	LE
LEHLCK8	Chloroflexi	0.09 	CK8	HL	CK	BSA	LE
LEHLCK8	Deinococcota	4.95 	CK8	HL	CK	BSA	LE
LEHLCK8	Firmicutes	0.32 	CK8	HL	CK	BSA	LE
LEHLCK8	Gemmatimonadota	0.01 	CK8	HL	CK	BSA	LE
LEHLCK8	Myxococcota	0.13 	CK8	HL	CK	BSA	LE
LEHLCK8	Nitrospirota	0.00 	CK8	HL	CK	BSA	LE
LEHLCK8	Alphaproteobacteria	46.04 	CK8	HL	CK	BSA	LE
LEHLCK8	Gammaproteobacteria	12.14 	CK8	HL	CK	BSA	LE
LEHLCK8	unclassified	0.01 	CK8	HL	CK	BSA	LE
LEHLCK8	Others	0.02 	CK8	HL	CK	BSA	LE
LEHLCK9	Abditibacteriota	0.00 	CK9	HL	CK	BSA	LE
LEHLCK9	Acidobacteriota	0.01 	CK9	HL	CK	BSA	LE
LEHLCK9	Actinobacteriota	24.48 	CK9	HL	CK	BSA	LE
LEHLCK9	Bacteroidota	0.68 	CK9	HL	CK	BSA	LE
LEHLCK9	Chloroflexi	0.03 	CK9	HL	CK	BSA	LE
LEHLCK9	Deinococcota	12.76 	CK9	HL	CK	BSA	LE
LEHLCK9	Firmicutes	0.14 	CK9	HL	CK	BSA	LE
LEHLCK9	Gemmatimonadota	0.00 	CK9	HL	CK	BSA	LE
LEHLCK9	Myxococcota	0.09 	CK9	HL	CK	BSA	LE
LEHLCK9	Nitrospirota	0.00 	CK9	HL	CK	BSA	LE
LEHLCK9	Alphaproteobacteria	50.04 	CK9	HL	CK	BSA	LE
LEHLCK9	Gammaproteobacteria	11.75 	CK9	HL	CK	BSA	LE
LEHLCK9	unclassified	0.00 	CK9	HL	CK	BSA	LE
LEHLCK9	Others	0.00 	CK9	HL	CK	BSA	LE
LEHLNPK1	Abditibacteriota	0.00 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Acidobacteriota	0.02 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Actinobacteriota	2.88 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Bacteroidota	0.15 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Chloroflexi	0.03 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Deinococcota	2.31 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Firmicutes	0.11 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Gemmatimonadota	0.00 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Myxococcota	0.06 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Nitrospirota	0.00 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Alphaproteobacteria	11.31 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Gammaproteobacteria	83.10 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	unclassified	0.01 	NPK1	HL	NPK	BSA	LE
LEHLNPK1	Others	0.03 	NPK1	HL	NPK	BSA	LE
LEHLNPK2	Abditibacteriota	0.00 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Acidobacteriota	0.03 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Actinobacteriota	15.53 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Bacteroidota	0.16 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Chloroflexi	0.05 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Deinococcota	16.99 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Firmicutes	0.41 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Gemmatimonadota	0.00 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Myxococcota	0.08 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Nitrospirota	0.00 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Alphaproteobacteria	51.82 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Gammaproteobacteria	14.87 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	unclassified	0.02 	NPK2	HL	NPK	BSA	LE
LEHLNPK2	Others	0.04 	NPK2	HL	NPK	BSA	LE
LEHLNPK3	Abditibacteriota	0.00 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Acidobacteriota	0.02 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Actinobacteriota	20.50 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Bacteroidota	0.08 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Chloroflexi	0.04 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Deinococcota	8.47 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Firmicutes	0.23 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Gemmatimonadota	0.00 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Myxococcota	0.09 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Nitrospirota	0.01 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Alphaproteobacteria	64.57 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Gammaproteobacteria	5.95 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	unclassified	0.01 	NPK3	HL	NPK	BSA	LE
LEHLNPK3	Others	0.02 	NPK3	HL	NPK	BSA	LE
LEHLNPK4	Abditibacteriota	0.00 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Acidobacteriota	0.05 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Actinobacteriota	8.70 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Bacteroidota	0.35 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Chloroflexi	0.22 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Deinococcota	3.28 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Firmicutes	0.54 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Gemmatimonadota	0.00 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Myxococcota	0.08 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Nitrospirota	0.00 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Alphaproteobacteria	26.71 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Gammaproteobacteria	59.92 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	unclassified	0.02 	NPK4	HL	NPK	BSA	LE
LEHLNPK4	Others	0.12 	NPK4	HL	NPK	BSA	LE
LEHLNPK5	Abditibacteriota	0.00 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Acidobacteriota	0.01 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Actinobacteriota	20.70 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Bacteroidota	0.09 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Chloroflexi	0.03 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Deinococcota	4.93 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Firmicutes	0.23 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Gemmatimonadota	0.01 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Myxococcota	0.09 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Nitrospirota	0.01 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Alphaproteobacteria	57.75 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Gammaproteobacteria	16.12 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	unclassified	0.01 	NPK5	HL	NPK	BSA	LE
LEHLNPK5	Others	0.03 	NPK5	HL	NPK	BSA	LE
LEHLNPK6	Abditibacteriota	0.00 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Acidobacteriota	0.02 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Actinobacteriota	14.50 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Bacteroidota	0.11 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Chloroflexi	0.04 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Deinococcota	18.03 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Firmicutes	0.67 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Gemmatimonadota	0.00 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Myxococcota	0.07 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Nitrospirota	0.01 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Alphaproteobacteria	35.83 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Gammaproteobacteria	30.70 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	unclassified	0.01 	NPK6	HL	NPK	BSA	LE
LEHLNPK6	Others	0.01 	NPK6	HL	NPK	BSA	LE
LEHLNPK7	Abditibacteriota	0.00 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Acidobacteriota	0.04 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Actinobacteriota	17.64 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Bacteroidota	0.10 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Chloroflexi	0.04 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Deinococcota	2.94 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Firmicutes	0.25 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Gemmatimonadota	0.01 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Myxococcota	0.04 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Nitrospirota	0.00 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Alphaproteobacteria	62.84 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Gammaproteobacteria	14.11 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	unclassified	0.01 	NPK7	HL	NPK	BSA	LE
LEHLNPK7	Others	1.96 	NPK7	HL	NPK	BSA	LE
LEHLNPK8	Abditibacteriota	0.00 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Acidobacteriota	0.02 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Actinobacteriota	8.09 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Bacteroidota	0.11 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Chloroflexi	0.02 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Deinococcota	60.41 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Firmicutes	0.19 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Gemmatimonadota	0.00 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Myxococcota	0.06 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Nitrospirota	0.00 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Alphaproteobacteria	24.70 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Gammaproteobacteria	6.37 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	unclassified	0.01 	NPK8	HL	NPK	BSA	LE
LEHLNPK8	Others	0.02 	NPK8	HL	NPK	BSA	LE
LEHLNPK9	Abditibacteriota	0.00 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Acidobacteriota	0.02 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Actinobacteriota	16.67 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Bacteroidota	2.83 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Chloroflexi	0.03 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Deinococcota	25.74 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Firmicutes	0.18 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Gemmatimonadota	0.01 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Myxococcota	0.09 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Nitrospirota	0.00 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Alphaproteobacteria	46.60 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Gammaproteobacteria	7.68 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	unclassified	0.10 	NPK9	HL	NPK	BSA	LE
LEHLNPK9	Others	0.06 	NPK9	HL	NPK	BSA	LE
LEHLNPKM1	Abditibacteriota	0.01 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Acidobacteriota	0.03 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Actinobacteriota	5.63 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Bacteroidota	0.10 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Chloroflexi	0.03 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Deinococcota	1.29 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Firmicutes	0.21 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Gemmatimonadota	0.00 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Myxococcota	0.03 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Nitrospirota	0.00 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Alphaproteobacteria	19.83 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Gammaproteobacteria	72.80 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	unclassified	0.01 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM1	Others	0.03 	NPKM1	HL	NPKM	BSA	LE
LEHLNPKM2	Abditibacteriota	0.00 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Acidobacteriota	0.02 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Actinobacteriota	12.04 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Bacteroidota	0.13 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Chloroflexi	0.05 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Deinococcota	5.06 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Firmicutes	0.20 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Gemmatimonadota	0.01 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Myxococcota	0.07 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Nitrospirota	0.00 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Alphaproteobacteria	29.24 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Gammaproteobacteria	53.14 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	unclassified	0.01 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM2	Others	0.03 	NPKM2	HL	NPKM	BSA	LE
LEHLNPKM3	Abditibacteriota	0.02 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Acidobacteriota	0.03 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Actinobacteriota	19.41 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Bacteroidota	0.18 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Chloroflexi	0.03 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Deinococcota	5.74 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Firmicutes	0.22 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Gemmatimonadota	0.01 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Myxococcota	0.09 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Nitrospirota	0.00 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Alphaproteobacteria	38.37 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Gammaproteobacteria	35.87 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	unclassified	0.02 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM3	Others	0.02 	NPKM3	HL	NPKM	BSA	LE
LEHLNPKM4	Abditibacteriota	0.00 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Acidobacteriota	0.03 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Actinobacteriota	8.10 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Bacteroidota	0.11 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Chloroflexi	0.02 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Deinococcota	1.52 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Firmicutes	0.19 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Gemmatimonadota	0.01 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Myxococcota	0.08 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Nitrospirota	0.00 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Alphaproteobacteria	20.47 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Gammaproteobacteria	69.42 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	unclassified	0.02 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM4	Others	0.03 	NPKM4	HL	NPKM	BSA	LE
LEHLNPKM5	Abditibacteriota	0.00 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Acidobacteriota	0.01 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Actinobacteriota	11.83 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Bacteroidota	0.36 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Chloroflexi	0.01 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Deinococcota	17.47 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Firmicutes	0.10 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Gemmatimonadota	0.00 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Myxococcota	0.04 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Nitrospirota	0.00 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Alphaproteobacteria	31.96 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Gammaproteobacteria	38.18 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	unclassified	0.02 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM5	Others	0.01 	NPKM5	HL	NPKM	BSA	LE
LEHLNPKM6	Abditibacteriota	0.01 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Acidobacteriota	0.02 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Actinobacteriota	6.63 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Bacteroidota	0.13 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Chloroflexi	0.00 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Deinococcota	2.08 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Firmicutes	1.47 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Gemmatimonadota	0.00 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Myxococcota	0.07 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Nitrospirota	0.00 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Alphaproteobacteria	22.22 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Gammaproteobacteria	67.28 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	unclassified	0.10 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM6	Others	0.01 	NPKM6	HL	NPKM	BSA	LE
LEHLNPKM7	Abditibacteriota	0.00 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Acidobacteriota	0.02 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Actinobacteriota	1.04 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Bacteroidota	0.10 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Chloroflexi	0.00 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Deinococcota	0.15 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Firmicutes	1.76 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Gemmatimonadota	0.00 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Myxococcota	0.01 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Nitrospirota	0.00 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Alphaproteobacteria	4.05 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Gammaproteobacteria	92.87 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	unclassified	0.00 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM7	Others	0.00 	NPKM7	HL	NPKM	BSA	LE
LEHLNPKM8	Abditibacteriota	0.00 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Acidobacteriota	0.02 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Actinobacteriota	0.93 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Bacteroidota	0.19 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Chloroflexi	0.02 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Deinococcota	3.44 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Firmicutes	2.05 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Gemmatimonadota	0.00 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Myxococcota	0.01 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Nitrospirota	0.00 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Alphaproteobacteria	9.21 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Gammaproteobacteria	83.99 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	unclassified	0.11 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM8	Others	0.01 	NPKM8	HL	NPKM	BSA	LE
LEHLNPKM9	Abditibacteriota	0.00 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Acidobacteriota	0.02 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Actinobacteriota	17.10 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Bacteroidota	0.16 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Chloroflexi	0.01 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Deinococcota	26.74 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Firmicutes	1.21 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Gemmatimonadota	0.00 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Myxococcota	0.12 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Nitrospirota	0.00 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Alphaproteobacteria	33.07 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Gammaproteobacteria	21.51 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	unclassified	0.03 	NPKM9	HL	NPKM	BSA	LE
LEHLNPKM9	Others	0.02 	NPKM9	HL	NPKM	BSA	LE
LEJXCK1	Abditibacteriota	0.05 	CK1	JX	CK	RSA	LE
LEJXCK1	Acidobacteriota	0.11 	CK1	JX	CK	RSA	LE
LEJXCK1	Actinobacteriota	6.81 	CK1	JX	CK	RSA	LE
LEJXCK1	Bacteroidota	1.89 	CK1	JX	CK	RSA	LE
LEJXCK1	Chloroflexi	0.36 	CK1	JX	CK	RSA	LE
LEJXCK1	Deinococcota	1.26 	CK1	JX	CK	RSA	LE
LEJXCK1	Firmicutes	0.57 	CK1	JX	CK	RSA	LE
LEJXCK1	Gemmatimonadota	0.04 	CK1	JX	CK	RSA	LE
LEJXCK1	Myxococcota	0.07 	CK1	JX	CK	RSA	LE
LEJXCK1	Nitrospirota	0.02 	CK1	JX	CK	RSA	LE
