,aDC,B cells,CD8 T cells,Cytotoxic cells,DC,Eosinophils,iDC,Macrophages,Mast cells,Neutrophils,NK CD56bright cells,NK CD56dim cells,NK cells,pDC,T cells,T helper cells,Tcm,Tem,TFH,Tgd,Th1 cells,Th17 cells,Th2 cells,TReg
TCGA.CM.6161.01A.11R.1653.07,-0.0344102342092991,-0.217489843624158,0.301069262059889,-0.00430740314223117,-0.0747899688244892,0.0947833967360257,0.126377863234507,0.147125763310709,-0.153599263041621,-0.141091418523883,0.02770205224181,0.116688395877832,0.159853157546788,-0.00202492211838006,0.0890276293926668,0.323380496408986,0.099275976153673,0.142776195787449,0.00470911399559421,-0.0477706493351268,-0.061135388793001,-0.0709339667724828,0.0792004572931346,-0.0596573208722742
TCGA.NH.A50T.01A.11R.A28H.07,-0.171497979605955,-0.247232219585449,0.257824095249401,-0.155656696327585,-0.165231972841973,0.0263344866373239,-0.00825729012929575,0.0296523339193743,-0.190730143465485,-0.119119085883149,0.0654737467500022,0.0117916749993789,0.121228147007321,0.0264018691588785,-0.168986109788373,0.291738905483225,0.0653169349781505,0.139490788570327,-0.0734336944950006,-0.0689279668838696,-0.0714769482908523,-0.0978740365730324,0.0918399161472351,-0.21082554517134
TCGA.DM.A28C.01A.11R.A32Y.07,-0.172332958507455,-0.21876076100271,0.285843239258801,-0.142558798564634,-0.240127759694765,0.0862239005261241,0.0335795538162925,-0.0140528161032241,-0.161470007259778,-0.18319884091004,0.0115635868345361,0.0133129077666448,0.163425132212725,0.272352024922118,-0.112300567694777,0.28480925846285,0.0780063787014807,0.19870924393886,-0.031509149930374,-0.0652094204048004,-0.0615757838973923,0.145564525317341,0.020877303017762,-0.238551401869159
TCGA.DM.A1D7.01A.11R.A155.07,-0.0588334776974916,-0.193918772987195,0.298452422370337,-0.0889590797127198,-0.148669937020125,0.0760933078018785,0.0489932835115125,0.0542445456802518,-0.17471015627499,-0.194695054820304,0.0458807977630066,0.0312810794843106,0.136320496476417,0.295482866043614,-0.0284115477676286,0.282310540474712,0.0495996872701218,0.119353203170167,-0.0530458980985778,-0.0614107021614392,0.0308084919630073,0.04003863156475,0.0939004649962294,-0.165654205607477
TCGA.AA.3532.01A.01R.0821.07,0.134035066446141,-0.147594371303096,0.266308074983943,0.0369301584536642,0.100050424444979,0.116848207702368,0.146941945740865,0.193819089319463,-0.0737479279821294,-0.0388582814149697,0.00885594154992677,0.0989130357257354,0.142836402214201,0.291744548286604,0.0867893595797496,0.308349695511949,0.0667727952681172,0.144888778398691,-0.0167656284215798,-0.0659451346922218,0.0118452165280806,-0.0302295110996088,0.0441420905997251,0.0228193146417446
TCGA.CA.5255.01A.11R.1839.07,0.0529021087041981,-0.251140102847479,0.273332009832072,-0.115046739938344,-0.185976285250286,0.0701941166291396,0.0637352942885231,0.0493817482736533,-0.0600034980795164,-0.154441038488758,0.110036589112911,-0.0570603953965191,0.102959430128344,0.0608255451713396,-0.0690322767966875,0.22669994882516,0.0376109686071522,0.092235016159683,-0.0746455844224966,-0.0861053935123372,0.0339666361885376,0.0013746858454942,0.0709700603666499,-0.171417445482866
TCGA.AA.3494.01A.01R.1410.07,-0.112976093016781,-0.20974878402606,0.268106581760982,-0.0499989924153693,-0.0782632152917961,0.0553938235919098,0.0905661985322926,0.103154035491626,-0.133247886542006,-0.0541358989611301,0.0247906366349618,0.114008157065287,0.128286169854571,0.0866043613707165,-0.0203313100358995,0.267473976177173,0.0396528281839373,0.141254539809413,-0.0312090135226153,-0.113059918618724,-0.0439381400615654,0.100532162388523,0.0385021676967082,-0.0704828660436137
TCGA.D5.6932.01A.11R.1928.07,-0.0957866427663406,-0.241474796283188,0.275492651618357,-0.0282569091420682,0.0267391887992205,0.115217878218439,0.0854356405852648,0.153455809136591,-0.180558927392861,-0.0818353638237563,0.0545290038244133,0.0494790790612268,0.189165856058258,0.356308411214953,-0.0208094264029857,0.301012570736694,0.110909030069869,0.159189902706643,-0.0377072598906303,-0.0584905887692683,-0.00623285521856465,-0.0598968646969974,0.0312440675599685,-0.0541277258566978
TCGA.AZ.6608.01A.11R.1839.07,-0.066122204062899,-0.249898975636282,0.254266985388234,-0.122901181757654,-0.180164938652797,0.0586771172070624,0.0243020131290936,-0.0450002375972273,-0.2365305920075,-0.186351500800506,0.0420408326858735,0.0922077340187714,0.107918354987453,0.0569314641744548,-0.081511723107364,0.294051773462486,0.0669305232606614,0.112711709883942,-0.0691368293360273,-0.100612494265963,-0.0763178978365021,-0.0386966826602955,0.065765908967744,-0.197040498442368
TCGA.CM.6680.01A.11R.1839.07,0.0811163856314018,-0.174097660690213,0.309355360866106,0.0018773197902603,-0.0954936878413956,0.0825237754488966,0.139363994568915,0.168133955027249,-0.0737296783808697,-0.137098819933013,0.086849715147424,0.0368817147695024,0.166102952534302,0.198442367601246,0.111914733282754,0.335096028077419,0.0887471086007924,0.168174915568862,-0.00154718524172509,-0.0667262916060252,0.00724009748775255,0.0139900773739453,0.0228789567069674,0.00911214953271028
TCGA.AA.A004.01A.01R.A00A.07,0.0659767607797201,-0.113261788612264,0.285575652994333,0.135557226122854,0.0692727599947733,0.0673847515145561,0.116274902923055,0.0579252897870378,-0.126751223848388,-0.00240753750265249,0.20151299452696,0.155025108200702,0.20946996179334,0.548598130841122,0.0696335262394777,0.172910882797082,-0.022871961979277,0.22586826702609,0.0275355157071414,-0.115540216156852,0.0498109187688351,0.118635161781378,0.0181110212608854,0.153738317757009
TCGA.CK.5916.01A.11R.1653.07,0.147443975920914,-0.189950455722526,0.292360209655163,0.159952720065545,-0.130709601304804,0.0973373848945967,0.112490942078628,0.220732191332282,-0.100143148357012,-0.0654738725808821,0.138353519609645,0.0864463031768801,0.166006251030773,0.16316199376947,0.128125664808466,0.322019964170077,0.0788942023243495,0.173181747923483,-0.0423137727532298,-0.0177897299258747,0.0375825869678232,-0.0725920488618315,0.111250993712991,-0.0235202492211838
TCGA.AA.3850.01A.01R.1022.07,0.0365786627979653,-0.100526490026887,0.280091816779415,-0.0104342670558382,0.0127999202487483,0.10004600686518,0.156820794674345,0.176925695033303,-0.105961030707704,-0.0425431192502447,0.0656149500021816,0.110724123255162,0.125746080958809,0.349376947040499,0.0896865270710929,0.287857222644573,0.0239053167508358,0.178257946376509,-0.00351606914539484,-0.0560498258265651,0.00986330403234651,0.0376216984607957,0.0441575152329961,-0.018380062305296
TCGA.CK.6748.01A.11R.1839.07,-0.0789818365373914,-0.253842493797162,0.277533944444318,-0.0609347443452049,-0.0468542145507599,0.130637481744898,0.139084949365845,0.248267797092788,-0.121657343625439,-0.0375890882960773,0.0865723295457635,0.0693955672671981,0.190033721709236,0.196651090342679,-0.0426792320662442,0.273284848525831,0.0689071500826556,0.159962214803479,-0.00654269069258307,-0.0323711671352774,0.0420440142480919,-0.124183904021343,-0.0168010011936043,-0.0366043613707165
TCGA.CM.4751.01A.02R.1839.07,0.117797985642808,-0.156784872625289,0.292687372215038,0.069728678946952,-0.0638616699013121,0.0646652758446966,0.117874396978461,0.15275099581696,-0.00461289340862276,-0.128751216045303,0.115144796828417,0.0839082763339188,0.145946256945413,0.199065420560748,0.0689366384476362,0.285498195063368,0.0538729179258043,0.117413183209176,0.022649763886591,-0.0633981928792182,0.0481253668205104,-0.0967576398697794,0.0697977353135802,0.0914330218068536
TCGA.CM.6168.01A.11R.1653.07,0.0464859769476809,-0.183402240965011,0.294137365789572,-0.0690103430087947,0.0415763351070187,0.130639569863918,0.153096161387873,0.23665534172077,0.018332115585779,0.0113641503957031,0.0307484818543073,0.0441695536129394,0.164291219327102,0.162383177570093,0.0202421392883254,0.317689660159078,0.0649964431910628,0.185375463732365,-0.0264390503017637,-0.0358604364119096,0.0641732131844531,-0.129679544986541,0.0724341130114715,0.0980529595015577
TCGA.DM.A1D0.01A.11R.A155.07,-0.204353097366911,-0.227260486220943,0.269771355763092,-0.232048718603711,-0.162106519647268,0.0434565681885544,0.0491753189103649,0.0518844198685113,-0.207497850865652,-0.174023692561035,-0.00119607162875684,-0.0228903366073814,0.12352559712679,0.0561526479750779,-0.162534001262645,0.293974234082986,0.0515915756659297,0.114171370450269,-0.0652029810058938,-0.0812387834140856,-0.0777680500967269,0.0214823539011675,0.0760386404830096,-0.297897196261682
TCGA.CA.6717.01A.11R.1839.07,0.0251581658621254,-0.0862067062322476,0.31809263584141,0.0625135433282798,0.0877377869755666,0.0964742440091824,0.201819974037687,0.275632577220615,0.0432044153561271,-0.088103766838083,0.0897242933821014,0.0496250785231166,0.163037024419262,0.367445482866044,0.0985658571098757,0.30086204744515,0.0906514778843778,0.155886527847187,-0.00523544232471757,-0.00804526327728768,0.0407632859561867,-0.0600382079691213,0.0827172536759345,0.0485202492211838
TCGA.CM.6678.01A.11R.1839.07,-0.0322290360643426,-0.257128629660228,0.272096638461958,-0.146017514373364,-0.163409044839622,0.0465468684073985,0.0679193730670054,0.0841643545893342,-0.1014786461403,-0.152572106080474,0.0151984019992225,-0.00315669273640018,0.156040225289858,0.28380062305296,-0.0322540563099501,0.263814853113254,0.0594161596148066,0.118471257289821,-0.0421166033504607,-0.0662488204342828,0.0172792849656363,-0.0367072051966067,0.0471304901512979,-0.138473520249221
TCGA.AA.3821.01A.01R.1022.07,-0.0286353887103489,-0.278374488028877,0.268993700527101,-0.0103556318694269,-0.0726197176052476,0.101771227030685,0.119126250067306,0.215804406155327,-0.101049280287375,-0.0920118081753033,0.0726075145955539,0.00074813808617564,0.128983259103448,0.0936915887850467,-0.0389193561833778,0.312893140339717,0.0757980181960666,0.188587027670495,-0.0479133363874119,-0.0401448113588323,-0.0101371638521821,0.0542595204932557,0.0734604945451936,-0.155685358255452
TCGA.CM.4744.01A.01R.A32Z.07,0.116549949455273,-0.167990666217312,0.302850546903786,0.181287134753393,-0.113702293725815,0.0714563870420459,0.0658341311222718,0.0671124212098418,-0.182693752097758,-0.167052024272226,0.251556301016546,0.076043764040289,0.131215763592789,0.0507788161993769,0.0679405062656475,0.304288340295081,0.0431968250688887,0.149767272718206,-0.0295701252251414,-0.0644639902520149,0.0928497700804984,-0.110123174260218,0.126418109473591,-0.0799844236760125
TCGA.CK.4951.01A.01R.1410.07,0.318217911340564,-0.27180575120281,0.288950224225837,0.0916101962704624,0.0376903066476811,0.040299763799176,0.157783849300663,0.240987471983618,-0.0934188981103131,0.00870818093078835,0.0171237513138649,0.0646676273308877,0.147218757584555,0.451947040498442,0.131649121799885,0.270070680842605,0.0221855867398138,0.163007980240942,-0.0278247757280053,-0.0511357090737237,0.0709115630581761,-0.0627598724955217,0.0731929847009465,0.141744548286604
TCGA.A6.5665.01B.03R.2302.07,0.0475006882024182,-0.195481212308618,0.25628287140476,-0.0370741176292747,-0.101571436964035,0.0765667586582767,0.0464522826329056,0.233107246939152,-0.0461173443751979,0.0338999288406225,0.127051422596755,-0.0108040722869517,0.102092173665875,0.0841121495327103,-0.0704657657069465,0.31608368041148,0.230239549037145,0.209019568953203,-0.0147981488812947,-0.017796872206207,0.097277921584297,0.0563960658896007,0.129362763185051,-0.105295950155763
TCGA.AY.4070.01A.01R.1113.07,0.0221583700050181,-0.158061409995491,0.282520319303183,-0.0189782608148728,-0.0987362373882222,0.0428641881895908,0.129337405929308,0.0997413439467974,-0.11585392627483,-0.137135822915619,0.101262767900895,0.0114589127500502,0.12800522229225,0.165031152647975,0.0456302582613176,0.258210075012565,0.0326530897206889,0.185656346244495,-0.00149791435429677,-0.0484805829066979,0.0334377660618621,-0.116688218007875,-0.00404221795456449,0.136292834890966
TCGA.G4.6625.01A.21R.1774.07,0.244789383847332,-0.0933160529973099,0.313093341123903,0.100627334588756,0.229926226008689,0.0981292705347127,0.136439909413205,0.186874799756899,-0.0653966262548146,-0.101233860196274,-0.000647898148710896,0.106872175593049,0.139982604007577,0.419781931464174,0.128221584632949,0.323083364728548,0.0917242782830724,0.208540770337438,0.0166403929581614,-0.04058879554849,0.0571953796026598,-0.0656981259143871,0.0370937038731248,0.231464174454829
TCGA.G4.6628.01A.11R.1839.07,0.317920646933664,-0.177000659851182,0.313972999528372,0.252097876273688,0.165618864752652,0.0281153697185138,0.140568293142973,0.225775679244961,-0.154104780755376,-0.0613775810772999,0.0919444308312448,0.104877670049344,0.161127152578479,0.305685358255452,0.215585451406752,0.337470225529823,0.0966512202815862,0.136900594145695,-0.0187564425372566,-0.0840472623620161,0.111743043031373,-0.131885677883239,0.0944724724506207,0.0505451713395639
TCGA.QG.A5YW.01A.11R.A28H.07,0.0681708284651935,-0.169781394980969,0.293589347654068,-0.0462881638849264,-0.108055431632914,0.0525053986735028,0.0903259593675642,0.120955999454527,-0.0878535270129823,-0.116270997553839,-0.00853524585210734,0.00700110844036178,0.134597403299115,0.165498442367601,0.0460914338267396,0.301013011626591,0.069325404549121,0.151721306399225,-0.028486001734029,-0.0776014394071509,-0.0138805226123947,0.0303052723122954,0.0478945746024392,-0.015809968847352
TCGA.D5.6926.01A.11R.1928.07,0.043799645794878,-0.217574266486833,0.269571710956666,-0.0527880894987031,-0.0600059934048068,0.0737250687326419,0.0905263777894035,0.226171463945064,-0.167589153639129,0.0135142362788847,0.0201459052658579,0.121827938317343,0.179122149461362,0.171651090342679,-0.0908174295529206,0.271492137399596,0.0512188994249418,0.204010588030481,-0.0128424757573183,-0.0571768480647644,0.0172630105230749,-0.0410055544596386,0.0109131019517725,-0.168457943925234
TCGA.CK.5913.01A.11R.1653.07,0.0819597366533094,-0.293205398782922,0.282350983364174,0.0529661404743989,-0.0920599447481567,0.0758220058704799,0.117918927688837,0.207030993106422,-0.0672625465048014,-0.0276250414366695,0.0979865565183845,0.0347538222458949,0.139611101176718,0.00428348909657321,0.0359351394230717,0.276340931112381,0.0597998679834962,0.128110431703901,-0.0143880770024665,-0.0586540944544383,0.0356375924437712,0.0343168732285394,0.10804798367671,-0.0313084112149533
TCGA.A6.5656.01A.21R.1839.07,-0.139043668764824,-0.234860588968272,0.276692037681498,-0.132089054441051,-0.162918632009817,0.038369177138866,0.0369843360280939,0.0859153642325073,-0.198699407530557,-0.178982316484342,0.0604711593235415,0.106648749786306,0.135775338404389,0.217056074766355,-0.0859573230273554,0.271171739274095,0.0642141911964577,0.122700292444669,-0.00171120489205313,-0.0906017582809403,0.0076593644707353,-0.0754078784353759,0.0182255604326108,-0.0771806853582555
