Gene Symbol	SPOT	Profile	0h	0.5h	3h	6h	12h
BTN3A1	16904	10	0.00	-0.71	-0.94	-0.62	-0.25
0 (SPOT_16992)	16992	19	0.00	-0.05	-0.62	-0.96	-0.58
C20ORF177	16993	8	0.00	-0.16	-0.85	-0.36	-0.40
0 (SPOT_17005)	17005	46	0.00	1.04	0.55	0.69	0.72
0 (SPOT_17008)	17008	49	0.00	0.74	0.51	0.84	0.29
TBX15	17013	38	0.00	1.59	0.98	1.49	1.59
FLJ21159	17027	49	0.00	0.89	0.68	0.79	0.48
LIM	17029;22810	43	0.00	-0.01	0.75	0.88	0.30
0 (SPOT_17040)	17040	0	0.00	-1.10	-1.22	-1.08	-0.70
0 (SPOT_17048)	17048	34	0.00	0.60	0.02	0.94	-0.19
0 (SPOT_17060)	17060	40	0.00	1.20	1.49	1.22	0.63
LOC51028	17101	20	0.00	-0.19	-0.94	-0.20	-0.46
0 (SPOT_17110)	17110	9	0.00	-0.49	-0.61	-0.90	-1.09
PA26	17125	8	0.00	-0.67	-1.35	-0.54	-0.83
0 (SPOT_17131)	17131	14	0.00	-0.90	-0.79	0.54	0.72
0 (SPOT_17135)	17135	9	0.00	-0.56	-0.74	-1.17	-1.24
0 (SPOT_17141)	17141	29	0.00	0.14	0.66	1.90	0.53
0 (SPOT_17147)	17147	38	0.00	0.77	0.69	0.78	0.96
CYP1A1	17152	40	0.00	0.18	3.35	2.00	0.09
TLE2	17158	10	0.00	-0.64	-0.85	-0.54	-0.44
ASNS	17159	41	0.00	0.98	1.10	2.07	2.18
FASTK	17161	10	0.00	-0.23	-0.83	-0.51	-0.03
BENE	17163	39	0.00	0.19	1.02	1.84	1.40
CYR61	17164	37	0.00	0.40	0.57	0.02	-0.98
ZWINT	17169	9	0.00	0.01	-0.22	-0.29	-0.87
CDC45L	17171	44	0.00	0.16	-0.25	-0.45	-0.90
0 (SPOT_17187)	17187	43	0.00	0.52	1.06	0.92	0.52
0 (SPOT_17199)	17199	49	0.00	0.95	0.46	0.99	0.44
0 (SPOT_17202)	17202	48	0.00	1.01	0.49	0.68	1.09
0 (SPOT_17209)	17209	46	0.00	3.36	1.06	0.51	1.03
0 (SPOT_17219)	17219	39	0.00	1.30	0.85	1.90	1.19
0 (SPOT_17220)	17220	49	0.00	0.66	1.03	1.52	0.29
0 (SPOT_17223)	17223	28	0.00	0.74	2.28	1.48	3.85
0 (SPOT_17224)	17224	32	0.00	0.54	-0.61	0.33	1.19
0 (SPOT_17237)	17237	46	0.00	0.88	0.15	0.26	0.06
0 (SPOT_17255)	17255	46	0.00	1.13	0.62	0.94	0.76
0 (SPOT_17257)	17257	46	0.00	0.85	0.58	0.33	0.46
0 (SPOT_17311)	17311	41	0.00	0.29	0.38	0.47	0.85
0 (SPOT_17317)	17317	6	0.00	-0.20	0.06	0.18	1.40
0 (SPOT_17320)	17320	49	0.00	0.47	0.36	0.84	0.35
0 (SPOT_17323)	17323	46	0.00	0.97	0.29	0.52	0.36
0 (SPOT_17326)	17326	35	0.00	0.92	0.25	1.11	0.69
0 (SPOT_17327)	17327	39	0.00	0.49	0.60	0.90	0.61
0 (SPOT_17328)	17328	8	0.00	-0.43	-1.16	-0.92	-0.63
0 (SPOT_17334)	17334	40	0.00	0.56	0.89	0.36	-0.03
0 (SPOT_17370)	17370	33	0.00	0.45	-0.64	0.25	1.89
0 (SPOT_17373)	17373	38	0.00	1.60	1.34	1.26	1.19
DUSP1	17397	43	0.00	0.37	1.69	1.34	1.22
TGFBR2	17429	10	0.00	-0.47	-1.28	-0.77	-0.29
PPAP2A	17453	13	0.00	-0.17	-0.14	-0.08	-0.94
FLJ20189	17512	21	0.00	-0.14	-0.33	-1.04	-0.21
0 (SPOT_17591)	17591	29	0.00	0.12	0.27	0.81	-0.02
0 (SPOT_17592)	17592	8	0.00	-0.11	-0.87	-0.52	-0.28
OCLN	17646	14	0.00	-0.33	0.10	0.86	0.50
ZNF261	17652	10	0.00	-0.51	-0.96	-0.56	-0.40
TRIM29	17659	41	0.00	0.21	0.78	1.61	2.00
BCL3	17666	42	0.00	0.32	1.44	0.78	1.35
ATP5G2	17676	9	0.00	-0.34	-0.38	-0.45	-0.81
HOOK2	17758	10	0.00	-0.40	-0.91	-0.62	-0.20
0 (SPOT_17775)	17775	49	0.00	0.63	0.73	0.86	0.43
0 (SPOT_17777)	17777	41	0.00	0.26	0.69	0.60	0.89
0 (SPOT_17783)	17783	38	0.00	1.16	0.96	1.19	1.05
LCE	17821	0	0.00	-0.62	-0.77	-0.84	-0.36
0 (SPOT_17844)	17844	49	0.00	0.78	0.61	0.96	0.62
0 (SPOT_17904)	17904	29	0.00	0.12	0.26	0.99	0.07
0 (SPOT_17907)	17907	8	0.00	-0.62	-0.98	-0.65	-0.78
0 (SPOT_17912)	17912	1	0.00	-2.31	-2.37	-1.54	-1.95
NTRK3	17920	40	0.00	0.68	1.49	1.18	-0.36
DNM2	17922	33	0.00	0.22	-0.27	0.05	0.95
0 (SPOT_17953)	17953	38	0.00	1.03	0.93	1.03	0.95
0 (SPOT_17965)	17965	33	0.00	0.65	-0.10	0.23	1.01
0 (SPOT_17972)	17972	35	0.00	0.70	-0.01	0.95	0.78
0 (SPOT_18002)	18002	11	0.00	-0.92	-0.94	0.41	-0.57
0 (SPOT_18007)	18007	8	0.00	-0.59	-1.53	-1.46	-1.22
0 (SPOT_18030)	18030	20	0.00	0.53	-0.91	0.91	-0.06
0 (SPOT_18040)	18040	11	0.00	-1.01	-0.93	0.10	-0.41
0 (SPOT_18069)	18069	29	0.00	0.11	0.05	2.37	0.22
0 (SPOT_18103)	18103	29	0.00	0.06	1.68	3.14	0.65
ID2B	18111	8	0.00	-0.52	-1.80	-1.08	-1.84
0 (SPOT_18121)	18121	39	0.00	1.60	1.89	3.01	1.87
0 (SPOT_18122)	18122	34	0.00	1.39	0.01	1.03	-0.41
0 (SPOT_18123)	18123	3	0.00	-1.58	-0.57	-0.73	-0.44
0 (SPOT_18124)	18124	44	0.00	1.03	-0.34	-0.55	-0.75
0 (SPOT_18126)	18126	22	0.00	-0.31	-1.21	-0.56	-1.80
0 (SPOT_18127)	18127	20	0.00	0.00	-0.98	0.01	-0.83
0 (SPOT_18130)	18130	1	0.00	-1.56	-1.76	-0.59	-1.04
0 (SPOT_18139)	18139	32	0.00	3.25	-1.93	-0.16	2.79
SAT	18152	18	0.00	-0.47	0.66	0.91	1.13
HMGN2	18160	22	0.00	0.02	-0.36	-0.25	-0.93
SEMA5A	18172	9	0.00	-0.15	-0.57	-0.55	-0.84
CDC6	18173	9	0.00	-0.11	-0.17	-0.65	-1.01
CARS	18186	14	0.00	0.04	0.40	0.98	0.91
MYH9	18193	39	0.00	0.09	0.59	1.08	0.67
CKS2	18224;21328	13	0.00	-0.41	-0.24	-0.34	-0.80
0 (SPOT_18294)	18294	9	0.00	-0.10	-0.41	-0.97	-0.97
RAMP1	18341	0	0.00	-0.67	-0.77	-0.82	-0.71
NTN4	18352	6	0.00	-0.54	0.23	0.10	1.12
MMP15	18408	10	0.00	-0.74	-0.98	-0.85	-0.24
AIF1	18414	9	0.00	-0.18	-0.25	-0.28	-0.84
FLJ33167	18448	22	0.00	0.12	-0.14	0.09	-0.81
0 (SPOT_18449)	18449	33	0.00	0.14	-0.18	0.00	0.85
0 (SPOT_18468)	18468	48	0.00	0.74	0.94	0.23	0.89
CGI-203	18481	9	0.00	-0.39	-0.59	-0.50	-1.04
CKAP2	18496	8	0.00	-0.27	-0.94	-0.42	-0.71
TSPYL	18510	1	0.00	-0.64	-0.56	-0.46	-0.81
0 (SPOT_18548)	18548	17	0.00	-0.24	0.89	0.68	0.11
0 (SPOT_18583)	18583	38	0.00	1.22	1.07	1.14	1.60
NOH61	18628	9	0.00	-0.48	-0.63	-0.68	-0.87
0 (SPOT_18649)	18649	19	0.00	-0.02	-0.89	-0.84	-0.92
TOPK	18660	22	0.00	0.19	-0.29	-0.21	-0.83
SPINK1	18673	1	0.00	-0.98	-0.94	-0.79	-0.98
GALT	18678	8	0.00	-0.38	-0.80	-0.80	-0.68
0 (SPOT_18698)	18698	46	0.00	0.89	0.49	0.57	0.27
FHOD1	18713	0	0.00	-0.33	-0.95	-1.00	-0.59
0 (SPOT_18718)	18718	9	0.00	-0.37	-0.33	-0.45	-0.92
STX1B2	18720	8	0.00	-0.48	-1.12	-0.62	-0.76
MGC11242	18731	10	0.00	-0.98	-1.46	-0.81	-0.32
0 (SPOT_18759)	18759	16	0.00	-0.54	0.91	0.58	0.18
0 (SPOT_18763)	18763	34	0.00	0.62	-0.49	0.94	-0.11
0 (SPOT_18769)	18769	46	0.00	0.88	0.14	0.43	0.13
0 (SPOT_18787)	18787	3	0.00	-1.25	-0.90	-0.54	-0.41
0 (SPOT_18791)	18791	8	0.00	-0.43	-0.94	-0.69	-0.65
0 (SPOT_18798)	18798	34	0.00	0.94	0.18	0.46	-0.22
0 (SPOT_18804)	18804	35	0.00	1.08	0.31	1.16	0.95
0 (SPOT_18827)	18827	13	0.00	-0.44	-0.28	-0.12	-0.96
0 (SPOT_18837)	18837	1	0.00	-0.55	-0.47	-0.34	-0.85
LDHB	18851	9	0.00	-0.34	-0.38	-0.35	-0.98
0 (SPOT_18858)	18858	46	0.00	0.90	0.58	0.36	0.58
0 (SPOT_18863)	18863	45	0.00	0.92	0.25	0.19	-0.13
0 (SPOT_18877)	18877	8	0.00	-0.84	-1.24	-1.09	-1.20
0 (SPOT_18878)	18878	1	0.00	-2.19	-1.66	-1.22	-1.67
0 (SPOT_18879)	18879	1	0.00	-1.84	-2.25	-1.75	-3.13
0 (SPOT_18882)	18882	27	0.00	0.55	0.99	-0.34	-0.37
0 (SPOT_18883)	18883	1	0.00	-0.81	-1.09	-0.06	-1.30
0 (SPOT_18884)	18884	1	0.00	-1.26	-0.87	-0.86	-1.18
0 (SPOT_18887)	18887	20	0.00	-0.04	-2.04	0.68	-0.54
0 (SPOT_18889)	18889	6	0.00	-0.29	-0.38	-0.37	1.16
KANK	18919	10	0.00	-0.34	-0.81	-0.30	-0.28
HPCA	18933	14	0.00	0.13	0.15	0.94	0.89
TNC	18935	14	0.00	-0.03	0.13	1.22	1.41
CDC20	18956	9	0.00	0.10	-0.58	-0.65	-0.86
APRT	18966	9	0.00	-0.30	-0.59	-0.47	-0.84
PIG11	18981	14	0.00	-0.16	-0.10	0.53	0.83
TNKS1BP1	19000	14	0.00	-0.07	0.28	0.83	0.72
0 (SPOT_19006)	19006	0	0.00	-0.53	-0.99	-0.87	-0.42
KIAA1754	19028	29	0.00	-0.11	0.76	1.06	0.31
CABIN1	19069	10	0.00	-0.66	-1.45	-0.91	-0.30
JUND	19106;19711	41	0.00	0.02	0.79	0.82	0.93
FN14	19111	48	0.00	0.40	0.84	0.36	0.95
0 (SPOT_19128)	19128	16	0.00	-0.14	1.00	0.09	0.18
0 (SPOT_19148)	19148	8	0.00	-0.29	-1.01	-0.60	-0.70
IL8	19153	18	0.00	-0.21	0.86	0.64	0.48
ICAM1	19157	16	0.00	-0.18	2.36	1.18	1.18
UBE2L6	19170	3	0.00	-0.80	-0.72	-0.46	-0.40
0 (SPOT_19215)	19215	46	0.00	0.86	0.49	0.51	0.44
0 (SPOT_19217)	19217	49	0.00	0.61	0.87	0.73	0.42
0 (SPOT_19218)	19218	18	0.00	-0.12	0.53	0.81	0.82
EDG8	19279	17	0.00	-0.95	1.33	1.03	-0.08
0 (SPOT_19294)	19294	43	0.00	0.90	1.52	1.42	0.86
FOXP1	19328	8	0.00	-0.56	-0.91	-0.46	-0.50
BUB1B	19370	9	0.00	0.01	-0.52	-0.56	-0.83
0 (SPOT_19374)	19374	1	0.00	-0.79	-0.96	-0.46	-0.80
POLE2	19375	9	0.00	0.13	-0.37	-0.58	-0.96
DRLM	19385	1	0.00	-0.85	-0.62	-0.35	-0.58
LOC55885	19396	16	0.00	-0.17	1.50	0.50	0.35
0 (SPOT_19409)	19409	9	0.00	-0.18	-0.43	-0.52	-0.83
CDK10	19436	8	0.00	-0.47	-1.19	-0.98	-0.67
KNSL1	19444	22	0.00	0.20	-0.32	-0.18	-0.85
STK25	19447	34	0.00	1.58	-0.09	0.86	-0.47
0 (SPOT_19453)	19453	8	0.00	-0.34	-0.90	-0.83	-0.78
0 (SPOT_19491)	19491	17	0.00	-0.42	2.76	0.96	-0.41
0 (SPOT_19518)	19518	2	0.00	-0.54	-0.30	-0.95	-0.75
SIRT6	19535	9	0.00	-0.20	-0.65	-0.52	-0.90
0 (SPOT_19537)	19537	1	0.00	-1.21	-1.08	-0.27	-0.74
0 (SPOT_19554)	19554	22	0.00	-0.03	-0.41	0.06	-1.00
0 (SPOT_19557)	19557	3	0.00	-0.81	-0.44	-0.19	-0.29
0 (SPOT_19610)	19610	1	0.00	-0.83	-0.76	-0.42	-0.99
0 (SPOT_19635)	19635	1	0.00	-1.89	-1.54	-1.46	-1.55
0 (SPOT_19637)	19637	8	0.00	-1.16	-1.47	-1.17	-1.10
0 (SPOT_19638)	19638	1	0.00	-2.02	-2.43	-1.96	-2.79
0 (SPOT_19639)	19639	13	0.00	-1.36	-0.28	-0.40	-1.64
0 (SPOT_19643)	19643	9	0.00	-0.34	-0.32	-0.62	-1.18
0 (SPOT_19644)	19644	42	0.00	0.30	1.79	-0.29	0.83
SLC4A1	19666	48	0.00	0.31	0.33	0.27	0.83
DFFA	19681	24	0.00	0.14	-0.23	-1.69	-1.34
KIAA0449	19684	41	0.00	0.12	0.36	1.43	1.84
MEN1	19707	14	0.00	-0.52	0.23	0.75	1.08
MEST	19708	9	0.00	-0.11	-0.35	-0.45	-0.95
NIFU	19723	9	0.00	-0.42	-0.59	-0.57	-0.82
0 (SPOT_19756)	19756	34	0.00	0.75	0.21	1.67	-0.00
0 (SPOT_19870)	19870	0	0.00	-0.37	-0.60	-0.95	-0.40
FLJ14466	19883	10	0.00	-0.36	-0.86	-0.30	0.10
DUSP4	19927	18	0.00	-0.22	0.92	1.03	0.96
FBL	19942	22	0.00	-0.01	-0.17	-0.22	-0.84
AKR7A2	19949	8	0.00	-0.47	-0.84	-0.60	-0.59
0 (SPOT_19955)	19955	8	0.00	-0.64	-1.30	-0.97	-1.01
LOC91663	19963	43	0.00	0.32	1.38	1.60	0.84
B3GAT3	19977	10	0.00	-0.25	-0.86	-0.45	-0.14
NHP2L1	19992	9	0.00	-0.39	-0.48	-0.88	-0.98
0 (SPOT_20047)	20047	36	0.00	0.84	0.44	0.01	0.66
0 (SPOT_20048)	20048	46	0.00	0.84	0.51	0.60	0.63
0 (SPOT_20113)	20113	16	0.00	-0.17	0.99	0.16	-0.03
CHN2	20205	0	0.00	-0.30	-0.63	-0.82	-0.59
NDUFS8	20206	8	0.00	-0.41	-0.82	-0.38	-0.71
0 (SPOT_20214)	20214	16	0.00	-0.45	0.81	-0.00	0.13
DPYSL3	20238	9	0.00	-0.21	-0.56	-0.85	-1.30
0 (SPOT_20325)	20325	18	0.00	-0.21	1.48	1.09	1.07
0 (SPOT_20326)	20326	40	0.00	1.16	1.24	0.54	0.15
GLRB	20343	36	0.00	1.29	1.77	-0.05	1.59
0 (SPOT_20351)	20351	43	0.00	0.21	1.00	1.01	0.82
0 (SPOT_20352)	20352	8	0.00	-0.56	-0.95	-0.66	-0.52
0 (SPOT_20356)	20356	8	0.00	-0.66	-1.51	-1.29	-1.26
0 (SPOT_20366)	20366	43	0.00	-0.03	0.80	0.89	0.60
0 (SPOT_20367)	20367	1	0.00	-1.06	-1.10	-0.93	-0.80
0 (SPOT_20385)	20385	19	0.00	-0.48	-2.02	-2.05	-2.01
0 (SPOT_20389)	20389	8	0.00	-0.59	-1.71	-1.13	-1.62
0 (SPOT_20391)	20391	22	0.00	-0.29	-0.74	-0.08	-1.17
0 (SPOT_20392)	20392	40	0.00	0.47	1.37	0.91	0.26
0 (SPOT_20394)	20394	29	0.00	-0.23	0.05	0.92	-0.12
0 (SPOT_20396)	20396	49	0.00	1.35	0.71	1.94	0.91
0 (SPOT_20398)	20398	40	0.00	0.61	1.34	0.73	0.02
0 (SPOT_20399)	20399	8	0.00	-0.66	-1.18	-1.28	-1.26
0 (SPOT_20400)	20400	40	0.00	1.43	1.87	0.90	0.63
0 (SPOT_20412)	20412	24	0.00	-1.15	-0.31	-3.60	-1.26
PLAT	20420	43	0.00	-0.17	1.88	1.96	1.38
PIM1	20421;20618	42	0.00	0.23	0.94	0.49	0.36
PCK1	20423	41	0.00	0.13	0.03	0.68	1.00
PIGA	20424	18	0.00	-0.12	0.43	0.83	0.40
CCNG2	20437	14	0.00	-0.47	-0.02	0.83	0.67
TNFAIP2	20449	18	0.00	-0.15	1.11	0.65	0.86
ATF3	20455	43	0.00	0.25	2.23	1.89	0.88
APOBEC3B	20486	41	0.00	0.23	0.48	0.96	0.99
PIG3	20492	10	0.00	-0.58	-0.85	-0.49	-0.42
MGC26651	20504	6	0.00	-0.90	-0.73	-0.16	0.33
0 (SPOT_20594)	20594	0	0.00	-0.39	-0.59	-0.94	-0.43
0 (SPOT_20595)	20595	9	0.00	-0.38	-0.49	-0.74	-0.81
KIAA1009	20634	10	0.00	-0.55	-0.88	-0.35	-0.35
ITGAV	20669	18	0.00	-0.40	0.87	1.38	1.15
CYP2J2	20690	10	0.00	-0.86	-0.91	-0.58	-0.32
CCNE1	20693	9	0.00	-0.31	-0.57	-0.98	-1.22
LOC254531	20722	10	0.00	-0.68	-1.02	-0.68	-0.28
0 (SPOT_20723)	20723	1	0.00	-0.59	-0.84	-0.46	-0.44
0 (SPOT_20727)	20727	46	0.00	1.17	0.75	0.85	0.45
0 (SPOT_20741)	20741	1	0.00	-0.75	-0.83	-0.38	-0.48
0 (SPOT_20762)	20762	8	0.00	-0.21	-0.92	-0.90	-0.61
0 (SPOT_20782)	20782	8	0.00	-0.47	-0.82	-0.48	-0.48
0 (SPOT_20791)	20791	26	0.00	-0.24	0.30	0.94	-0.75
0 (SPOT_20794)	20794	20	0.00	0.07	-1.21	0.42	-0.28
0 (SPOT_20799)	20799	42	0.00	0.57	0.83	0.21	0.59
0 (SPOT_20800)	20800	30	0.00	0.89	-0.20	-0.64	0.55
0 (SPOT_20805)	20805	14	0.00	-0.43	0.64	1.77	0.87
0 (SPOT_20810)	20810	49	0.00	0.69	0.73	0.90	0.18
0 (SPOT_20845)	20845	10	0.00	-0.25	-0.82	-0.33	0.04
MGC5338	20916	10	0.00	-0.17	-0.83	-0.29	-0.17
FLJ14299	20924	10	0.00	-0.35	-1.47	-0.60	0.10
0 (SPOT_20939)	20939	29	0.00	-0.21	0.27	0.90	0.05
GTF3C1	20950	8	0.00	-0.24	-0.83	-0.32	-0.53
PMS1	20956	8	0.00	-0.64	-0.95	-0.67	-0.78
STAR	20960	46	0.00	1.13	0.46	0.53	1.00
0 (SPOT_20965)	20965	10	0.00	-0.61	-0.81	-0.54	-0.32
0 (SPOT_20979)	20979	2	0.00	-0.96	-0.35	-0.98	-0.82
0 (SPOT_20991)	20991	10	0.00	-0.59	-0.92	-0.46	-0.01
0 (SPOT_20995)	20995	0	0.00	-1.33	-1.45	-1.68	-0.75
0 (SPOT_21002)	21002	15	0.00	0.13	1.87	-0.74	-0.81
0 (SPOT_21018)	21018	22	0.00	-0.20	-0.64	-0.39	-1.59
0 (SPOT_21028)	21028	20	0.00	-0.47	-0.85	-0.02	-0.49
0 (SPOT_21036)	21036	8	0.00	-0.46	-0.95	-0.71	-0.90
0 (SPOT_21037)	21037	3	0.00	-1.15	-0.87	-0.64	-0.45
0 (SPOT_21039)	21039	13	0.00	-0.33	-0.24	-0.05	-0.83
0 (SPOT_21045)	21045	10	0.00	-0.52	-0.88	-0.23	-0.36
0 (SPOT_21054)	21054	8	0.00	-0.45	-0.91	-0.31	-0.66
0 (SPOT_21062)	21062	8	0.00	-0.51	-0.88	-0.50	-0.65
0 (SPOT_21090)	21090	8	0.00	-0.73	-1.04	-0.72	-0.71
0 (SPOT_21094)	21094	8	0.00	-0.44	-0.81	-0.47	-0.37
0 (SPOT_21098)	21098	3	0.00	-1.02	-0.27	-0.63	-0.52
0 (SPOT_21124)	21124	3	0.00	-1.01	-0.22	-0.44	-0.24
0 (SPOT_21135)	21135	20	0.00	-0.25	-1.15	-0.20	-0.90
0 (SPOT_21142)	21142	22	0.00	-0.31	-0.74	-0.21	-0.95
0 (SPOT_21143)	21143	42	0.00	1.22	3.11	1.37	3.42
0 (SPOT_21147)	21147	41	0.00	1.15	1.51	2.43	3.09
0 (SPOT_21149)	21149	0	0.00	-1.22	-0.95	-1.52	-0.85
0 (SPOT_21150)	21150	25	0.00	-0.55	-0.31	-0.80	1.15
0 (SPOT_21151)	21151	6	0.00	-0.43	-0.73	0.33	1.31
0 (SPOT_21152)	21152	5	0.00	-1.96	-1.01	-0.49	-0.07
HMBS	21172	19	0.00	-0.24	-0.82	-0.90	-0.56
RIN2	21178	22	0.00	-0.37	-0.89	-0.46	-1.21
GJB2	21197	3	0.00	-0.90	-0.72	-0.26	-0.43
FKBP2	21199	1	0.00	-0.75	-0.81	-0.43	-0.41
C14ORF2	21259	13	0.00	-0.37	-0.33	-0.20	-0.87
HIBADH	21261	1	0.00	-0.59	-0.48	-0.45	-0.81
PLA2G13	21266	6	0.00	-0.02	-0.40	0.41	1.34
MGC16386	21277	9	0.00	-0.30	-0.39	-0.35	-0.92
0 (SPOT_21284)	21284	0	0.00	-0.46	-0.65	-0.98	-0.49
0 (SPOT_21285)	21285	9	0.00	-0.41	-0.61	-0.40	-0.89
0 (SPOT_21294)	21294	37	0.00	-0.19	0.13	-0.34	-1.16
CROT	21337	8	0.00	-0.42	-0.83	-0.55	-0.43
0 (SPOT_21395)	21395	3	0.00	-0.87	-0.53	-0.53	-0.44
ELMO3	21404	10	0.00	-0.70	-1.17	-0.75	-0.35
MRPL1	21408	22	0.00	-0.30	-0.38	-0.21	-0.80
TYMS	21410	9	0.00	-0.21	-0.47	-0.55	-1.43
LARS2	21423	1	0.00	-0.60	-0.84	-0.54	-0.74
ENIGMA	21429	14	0.00	-0.38	0.18	1.12	0.95
MMP14	21441	14	0.00	-0.70	0.46	1.20	1.43
PTTG1	21445	9	0.00	-0.06	-0.42	-0.45	-0.83
PRNPIP	21449	8	0.00	-0.33	-1.13	-0.71	-0.77
0 (SPOT_21472)	21472	25	0.00	0.30	0.17	-0.89	0.91
0 (SPOT_21484)	21484	33	0.00	-0.04	-0.32	-0.37	1.01
0 (SPOT_21486)	21486	45	0.00	0.86	0.09	0.03	0.19
0 (SPOT_21490)	21490	9	0.00	-0.25	-0.16	-0.58	-1.30
LOC54543	21506	22	0.00	-0.39	-0.58	-0.28	-0.80
CLIC3	21512	9	0.00	-0.43	-0.53	-0.47	-0.99
CTNNAL1	21516	9	0.00	-0.45	-0.39	-0.46	-1.19
0 (SPOT_21526)	21526	10	0.00	-0.51	-0.85	-0.44	-0.11
0 (SPOT_21528)	21528	9	0.00	-0.36	-0.45	-0.83	-0.91
0 (SPOT_21542)	21542	10	0.00	-2.37	-2.31	-2.08	-1.05
0 (SPOT_21545)	21545	0	0.00	-0.40	-0.60	-0.81	-0.53
DAPPER1	21546	19	0.00	-0.37	-0.82	-0.90	-0.78
0 (SPOT_21551)	21551	22	0.00	-0.41	-0.44	-0.22	-0.84
0 (SPOT_21553)	21553	32	0.00	0.03	-0.82	-0.47	-0.01
0 (SPOT_21554)	21554	30	0.00	0.81	-0.53	-0.36	0.39
0 (SPOT_21556)	21556	48	0.00	1.11	0.52	0.13	1.04
KIAA1493	21557	32	0.00	0.97	0.11	0.05	0.69
0 (SPOT_21563)	21563	21	0.00	-0.09	-0.67	-0.84	-0.29
0 (SPOT_21568)	21568	8	0.00	-0.55	-0.87	-0.54	-0.46
0 (SPOT_21582)	21582	22	0.00	0.01	-0.41	-0.32	-0.88
0 (SPOT_21590)	21590	21	0.00	0.27	-0.59	-1.00	0.28
0 (SPOT_21606)	21606	0	0.00	-0.48	-0.55	-0.97	-0.48
0 (SPOT_21607)	21607	13	0.00	-0.35	-0.31	-0.26	-1.11
0 (SPOT_21608)	21608	9	0.00	-0.40	-0.35	-0.43	-0.88
0 (SPOT_21611)	21611	9	0.00	-0.25	-0.29	-0.38	-1.13
0 (SPOT_21613)	21613	13	0.00	-0.40	0.03	-0.11	-0.82
PEX6	21625	8	0.00	-0.75	-1.08	-0.76	-0.67
0 (SPOT_21645)	21645	9	0.00	-0.54	-0.58	-0.90	-1.01
SNCAIP	21653	19	0.00	-0.95	-1.88	-2.16	-1.98
0 (SPOT_21662)	21662	13	0.00	-0.46	-0.33	-0.36	-0.82
0 (SPOT_21676)	21676	2	0.00	-0.86	-0.73	-1.08	-1.02
0 (SPOT_21677)	21677	0	0.00	-0.73	-0.68	-0.99	-0.45
0 (SPOT_21679)	21679	3	0.00	-1.87	-0.63	-0.84	-0.88
OTOF	21681	30	0.00	0.24	-0.79	-0.86	-0.42
COX8	21688	9	0.00	-0.38	-0.49	-0.39	-0.80
KIAA0562	21701	3	0.00	-0.91	-0.49	-0.46	-0.42
BCRP1	21707	9	0.00	-0.36	-0.52	-0.43	-0.92
0 (SPOT_21711)	21711	9	0.00	-0.37	-0.36	-0.83	-0.93
0 (SPOT_21713)	21713	2	0.00	-0.56	-0.38	-0.50	-0.81
0 (SPOT_21721)	21721	19	0.00	-0.15	-0.59	-1.11	-0.52
PCDHB5	21736	10	0.00	-0.63	-1.15	-0.93	-0.28
FLJ38482	21738;21786;23298	9	0.00	-0.10	-0.52	-0.83	-0.95
0 (SPOT_21746)	21746	11	0.00	-0.89	-0.40	0.79	0.27
0 (SPOT_21747)	21747	29	0.00	-0.72	0.70	1.34	0.16
0 (SPOT_21757)	21757	22	0.00	-1.09	-1.71	-0.65	-2.50
0 (SPOT_21758)	21758	31	0.00	0.25	-2.55	-1.12	-2.01
0 (SPOT_21763)	21763	33	0.00	0.47	-0.69	-0.36	1.30
0 (SPOT_21764)	21764	25	0.00	1.19	0.69	-1.14	2.96
0 (SPOT_21765)	21765	10	0.00	-0.61	-2.54	-0.95	0.10
0 (SPOT_21767)	21767	10	0.00	-2.17	-4.60	-0.87	-0.01
0 (SPOT_21773)	21773	1	0.00	-0.91	-0.98	-0.56	-1.06
0 (SPOT_21785)	21785	8	0.00	-0.31	-3.31	-1.42	-1.67
0 (SPOT_21832)	21832	34	0.00	0.46	-0.63	1.03	0.13
0 (SPOT_21835)	21835	22	0.00	-0.43	-0.50	-0.07	-1.91
0 (SPOT_21842)	21842	9	0.00	-0.51	-0.48	-0.69	-0.82
0 (SPOT_21869)	21869	4	0.00	-0.88	-0.48	-0.26	-0.73
0 (SPOT_21870)	21870	43	0.00	-0.34	2.05	2.39	1.24
0 (SPOT_21877)	21877	10	0.00	-0.77	-0.94	-0.64	-0.03
0 (SPOT_21881)	21881	2	0.00	-0.69	-0.66	-0.84	-0.86
0 (SPOT_21885)	21885	4	0.00	-0.73	-0.73	-0.18	-1.41
TUFM	21900	3	0.00	-1.79	-1.29	-1.11	-0.32
0 (SPOT_21903)	21903	7	0.00	-0.95	-0.10	0.16	-0.51
0 (SPOT_21904)	21904	1	0.00	-0.53	-0.73	-0.48	-0.91
0 (SPOT_21905)	21905	29	0.00	-0.24	0.08	0.91	-0.16
0 (SPOT_21907)	21907	1	0.00	-1.93	-1.99	-1.06	-1.75
0 (SPOT_21909)	21909	3	0.00	-2.67	-1.58	-1.70	-2.18
0 (SPOT_21912)	21912	4	0.00	-2.20	-1.78	0.52	-1.98
APEH	21928	9	0.00	-0.46	-0.57	-0.62	-0.94
MYL5	21930	10	0.00	-0.53	-0.87	-0.62	-0.31
0 (SPOT_21947)	21947	1	0.00	-0.67	-0.82	-0.69	-0.90
